@relation bank8FM

@attribute a1cx numeric
@attribute a1cy numeric
@attribute b2x numeric
@attribute b2y numeric
@attribute a2pop numeric
@attribute a3pop numeric
@attribute temp numeric
@attribute mxql numeric
@attribute rej numeric

@data
0.011404935,0.08315049,0.541853141,0.330674512,0.041658859,0.031196483,0.928648615,0.666666667,0.005301254
0.77950892,0.369918976,0.898902204,0.633882209,0.093238531,0.145261472,0.310453404,0,0.316686673
0.957019476,0.491007514,0.57965443,0.806592516,0.131397128,0.067165396,0.146853776,0,0.286867274
0.070999822,0.240639995,0.521465367,0.736792703,0.083188596,0.109752737,0.786507852,0,0.200840622
0.2609784,0.725723189,0.879877549,0.861987461,0.009447478,0.022126188,0.522681834,0,0.006542742
0.332449261,0.287628532,0.879013474,0.399623742,0.14548246,0.024321146,0.570885164,0,0.143900442
0.139932474,0.696079588,0.80873936,0.266643651,0.202185204,0.116273727,0.874900379,1,0.247231893
0.959586686,0.758323949,0.460385053,0.053840881,0.001599113,0.210756307,0.530251442,0.666666667,0.314089021
0.140789545,0.86592076,0.898134138,0.964666797,0.150900937,0.306929664,0.593299754,0.666666667,0.551715585
0.973824854,0.226691241,0.001577137,0.732873018,0.014661231,0.072191634,0.585449673,0,0.059919253
0.687127344,0.687348117,0.013167146,0.394918519,0.073273909,0.103725315,0.566349961,0,0.196954116
0.557062679,0.30167129,0.062670452,0.517806698,0.043515206,0.447903817,0.913975092,0,0.616468664
0.882703382,0.767289434,0.746395936,0.364361588,0.260534824,0.041693604,0.15868658,1,0.375450445
0.787850604,0.657614511,0.008235717,0.306826176,0.209649536,0.020391443,0.648635576,0.333333333,0.233136764
0.829545023,0.910493167,0.216641848,0.703948205,0.025647738,0.152724953,0.561699394,0.333333333,0.223663562
0.649332245,0.935138497,0.103313988,0.356156968,0.010412459,0.143710353,0.768865543,0.333333333,0.168103228
0.391263084,0.511780636,0.579631428,0.331954389,0.052702218,0.247182499,0.730413164,0.333333333,0.343940827
0.610509062,0.908301048,0.774447377,0.365994706,0.005980002,0.012739147,0.459781696,0.333333333,0.006768354
0.491601311,0.548297608,0.715097213,0.316651907,0.002598899,0.161602524,0.550927097,0.666666667,0.092792513
0.893021228,0.2240821,0.034283983,0.463369408,0.221587459,0.126930316,0.973703234,0.333333333,0.375363191
0.354897102,0.378322429,0.502579724,0.998415915,0.076207899,0.189914963,0.648722364,1,0.233108095
0.827650867,0.442136875,0.444329657,0.070092013,0.152683971,0.31480723,0.422514714,1,0.62264245
0.232185039,0.168370092,0.024672146,0.400767526,0.088369025,0.243137129,0.684712927,0.666666667,0.397505556
0.539557244,0.824688533,0.465842528,0.531278926,0.028534132,0.132487352,0.386976084,0.666666667,0.146015708
0.179656732,0.587134705,0.519269176,0.282242336,0.007225174,0.029875823,0.826994457,0.333333333,0.005206522
0.497753816,0.843415544,0.402390008,0.277560129,0.192209558,0.188630658,0.34897352,1,0.433981126
0.927178029,0.134315253,0.447270913,0.514925724,0.052069938,0.080068088,0.884422717,0.666666667,0.060984989
0.737228453,0.693725461,0.94987964,0.515837349,0.068124481,0.136158159,0.250972925,0.333333333,0.275650254
0.340223898,0.020338098,0.143211459,0.895922707,0.197497667,0.13311559,0.853245713,0.333333333,0.321567865
0.914641001,0.151144162,0.092239025,0.674953343,0.211994567,0.011434895,0.681290093,0.333333333,0.201635873
0.81927118,0.500775042,0.181411783,0.565760546,0.050632834,0.001355903,0.44681324,0.333333333,0.003382931
0.891244082,0.383051685,0.13034334,0.349061107,0.066137767,0.013896835,0.835419244,1,0.003856591
0.819749219,0.41184624,0.827844022,0.753203945,0.165023431,0.086102282,0.870354593,1,0.236644342
0.093501667,0.813107908,0.612500288,0.478512781,0.031579235,0.074572879,0.78792927,0.333333333,0.056860406
0.985619821,0.240312977,0.359278257,0.564390608,0.142971012,0.108783966,0.309540013,0.666666667,0.345196027
0.113566312,0.196760625,0.372246385,0.26157618,0.04849283,0.059720648,0.750901484,0,0.059040489
0.939569045,0.489378426,0.696633607,0.239682182,0.290304804,0.163602164,0.949565584,0.666666667,0.460340312
0.220412074,0.048267606,0.797631394,0.769041794,0.050237221,0.006455255,0.720166887,0.666666667,0.003060094
0.198708294,0.112981101,0.573753917,0.485980897,0.199465093,0.15402159,0.657547223,0.666666667,0.360668509
0.657958953,0.134977289,0.86069288,0.492567409,0.082497107,0.080481163,0.710698527,0,0.142530567
0.157999956,0.986411266,0.799590564,0.05048158,0.367961285,0.026552322,0.431620046,0,0.345739489
0.696636124,0.564366476,0.022616968,0.359886522,0.170633806,0.015701123,0.258064141,0.666666667,0.210340001
0.797231373,0.091332932,0.030391644,0.34798537,0.000983663,0.166438465,0.49586434,0.333333333,0.298289962
0.488940093,0.056823068,0.860730884,0.135504821,0.018453767,0.048876288,0.786433764,1,0.010733388
0.565543375,0.121405556,0.40873656,0.039775246,0.000997329,0.067408928,0.530518156,1,0.03567284
0.857261295,0.997661874,0.688628911,0.340139996,0.05052852,0.006197841,0.87978485,0,0.017086666
0.990275203,0.15407132,0.41528313,0.561929922,0.059876868,0.058508681,0.719435539,0,0.082951601
0.883754468,0.528986565,0.40976665,0.655551052,0.084328073,0.169703036,0.842254329,0.333333333,0.224932472
0.890391012,0.85203001,0.517174994,0.84813197,0.033015464,0.084631621,0.768790397,0.666666667,0.048004208
0.326761794,0.309550716,0.175037228,0.924063984,0.082030807,0.282085167,0.69980134,0.666666667,0.403445005
0.576690289,0.091129921,0.223262424,0.208339713,0.242431833,0.076443878,0.43228154,1,0.409454256
0.272271326,0.505828315,0.756494815,0.785100794,0.172336627,0.084624041,0.851050611,0.666666667,0.19740534
0.257720133,0.998654927,0.147946871,0.006035134,0.126627055,0.209822913,0.395154266,0.666666667,0.442513241
0.959838707,0.450419323,0.927914729,0.841881689,0.000712998,0.035759781,0.787867883,0.666666667,0.002977826
0.512214002,0.991169523,0.506758088,0.076078114,0.148247542,0.130682929,0.45867462,1,0.264217594
0.790985861,0.453584494,0.683963505,0.460662554,0.258857854,0.172494088,0.875331144,1,0.442988147
0.382156337,0.69092831,0.461963191,0.12658371,0.104057105,0.00050381,0.388136079,0,0.027654273
0.746089179,0.378102418,0.295881742,0.528498021,0.192316564,0.032688202,0.563349424,0,0.182912586
0.11304627,0.294381897,0.71976662,0.683247024,0.10987695,0.311317422,0.774320487,0.666666667,0.429065032
0.331838211,0.560851286,0.006312549,0.460356344,0.056905313,0.275447533,0.773078995,0.333333333,0.457588098
0.609686994,0.637331416,0.087774636,0.112807273,0.178504993,0.103795935,0.819368755,0,0.36937513
0.807521217,0.523866289,0.70631845,0.606882715,0.039861755,0.101803237,0.384173466,1,0.066120462
0.530010461,0.92889216,0.808287321,0.459195549,0.126598612,0.00631863,0.559614365,1,0.058210338
0.515693287,0.152844254,0.556984458,0.719367767,0.094837038,0.391347908,0.803087536,0.333333333,0.563474821
0.305152022,0.859027387,0.199260336,0.318210975,0.069939459,0.020857483,0.436218752,0,0.034185797
0.569667713,0.385601822,0.539460933,0.678782966,0.061269809,0.006150705,0.742893703,0,0.035738904
0.129886651,0.258572963,0.265524101,0.121048919,0.083556034,0.024867139,0.532134318,0.333333333,0.042029858
0.996612722,0.722311005,0.796257274,0.707981968,0.02475028,0.122892762,0.741772867,1,0.081850964
0.379125088,0.671718273,0.478937668,0.712122804,0.156172216,0.090773162,0.652363227,1,0.297409952
0.92573391,0.046606517,0.580507504,0.473716496,0.100339834,0.008357117,0.638877217,0.333333333,0.034852661
0.805597059,0.212908497,0.631257919,0.66353352,0.040353233,0.01523542,0.723057351,0.333333333,0.008514664
0.460963799,0.295402952,0.629068729,0.267732397,0.067192858,0.067411859,0.670942211,0,0.076936117
0.374286692,0.577003158,0.505194952,0.753719298,0.02287,0.048354655,0.682605672,1,0.006443024
0.703388678,0.586398666,0.025753241,0.929613785,0.022169457,0.058174043,0.359608226,1,0.122967157
0.638624367,0.563632436,0.107280333,0.781482315,0.094354177,0.03885764,0.834788444,0.333333333,0.111133132
0.869521301,0.405912919,0.543078248,0.063288353,0.057598081,0.25088272,0.611588739,0.333333333,0.394942806
0.293234045,0.029980619,0.534473499,0.207658246,0.1858398,0.070806182,0.730082946,1,0.217833803
0.078492436,0.856344243,0.324547236,0.306879212,0.239191061,0.182431503,0.938149786,0,0.54540344
0.684197104,0.353022063,0.341963751,0.921201023,0.041476082,0.100906096,0.543865517,1,0.136042669
0.32865995,0.396241397,0.983399556,0.7233575,0.217161834,0.102620761,0.71009842,0,0.369760291
0.670129951,0.089796849,0.442771521,0.378932569,0.156144345,0.026843429,0.556324888,0.666666667,0.067128859
0.003336274,0.559520214,0.524440626,0.748090442,0.175518224,0.373954392,0.308545126,0.666666667,0.664096437
0.503692303,0.450987353,0.515181821,0.413524264,0.179539181,0.091050454,0.61255505,0.666666667,0.329770911
0.905863281,0.824003496,0.095878341,0.026748323,0.078384492,0.006751819,0.486662694,0.666666667,0.047124197
0.479711336,0.359852432,0.841552215,0.694250562,0.062817219,0.01175737,0.392776063,0.333333333,0.018603625
0.929096186,0.945246043,0.70275514,0.412762742,0.150777773,0.121665297,0.252097994,0.666666667,0.272435598
0.094901782,0.624497723,0.200362432,0.04134332,0.206086262,0.057924851,0.662370307,0.333333333,0.211016836
0.885532614,0.347258752,0.789390677,0.367456708,0.041025266,0.061454248,0.718036347,0,0.057712994
0.535895943,0.359119392,0.936563481,0.759699394,0.23057271,0.03362601,0.873647245,0.666666667,0.218935686
0.430251281,0.11315211,0.507176124,0.911893647,0.093539759,0.034147475,0.646561131,0.333333333,0.089930609
0.160700177,0.781418197,0.376767779,0.605151529,0.020678697,0.054120957,0.530692791,0.333333333,0.039099398
0.501637134,0.025822394,0.685228615,0.029486198,0.173894236,0.038216397,0.116068376,0,0.127450724
0.800263622,0.297327056,0.444856703,0.502578266,0.23843932,0.06092709,0.476768861,0.666666667,0.28584018
0.72231723,0.376450328,0.887457209,0.678603844,0.053072316,0.118827715,0.784242896,0.666666667,0.14423699
0.03097654,0.587731738,0.434061763,0.523909878,0.00687268,0.027059502,0.297658523,0.333333333,0.002833235
0.337178649,0.02370428,0.76597564,0.060712588,0.036076186,0.073882882,0.527170468,1,0.04626787
0.788886689,0.005590302,0.095949348,0.447390462,0.151802805,0.000767962,0.437128968,1,0.117678367
0.920324467,0.761026095,0.6862047,0.518976499,0.294845244,0.041412437,0.661827353,0,0.388048558
0.055473549,0.886265858,0.539274917,0.923319474,0.130721224,0.012656734,0.091984704,0,0.164169356
0.409349567,0.240305977,0.763664439,0.705543297,0.087490147,0.264683732,0.780555464,0,0.506412486
0.633356935,0.577718197,0.840305107,0.355009181,0.163708884,0.006245045,0.348686696,0.666666667,0.093943009
0.847865525,0.471255448,0.811631612,0.79582414,0.108278814,0.265851326,0.53894506,0.666666667,0.537189176
0.870879412,0.025521378,0.873730015,0.53846685,0.007361701,0.072662256,0.27043884,0,0.061587036
0.674787333,0.093011023,0.612918324,0.850594657,0.228593637,0.082150241,0.547370905,0.333333333,0.38619879
0.20817007,0.674742436,0.037138231,0.446867104,0.128389792,0.001988217,0.621491039,0.333333333,0.059070405
0.49939295,0.755142778,0.807774276,0.884946188,0.118984322,0.062597179,0.702953227,0.666666667,0.116215007
0.976311058,0.530975673,0.936182448,0.281219635,0.252960455,0.077650758,0.702415564,1,0.447329616
0.389960977,0.305993524,0.263832953,0.816787499,0.10386736,0.019986218,0.856734167,0.666666667,0.044434306
0.783149218,0.233659618,0.284652765,0.402315586,0.006386218,0.08803339,0.315307182,0.333333333,0.157619135
0.284706346,0.634334254,0.287527015,0.423639193,0.041644654,0.321826908,0.335791268,0.666666667,0.581510053
0.868271198,0.018767013,0.219490096,0.77648189,0.070203392,0.088697241,0.637679119,1,0.093363398
0.524050972,0.028458537,0.089246764,0.978681397,0.167427973,0.162874195,0.621195748,0.333333333,0.327382666
0.990250201,0.577069162,0.234060363,0.226183936,0.02200351,0.215765328,0.542187968,0.666666667,0.249992833
0.689981578,0.965522138,0.009181799,0.613881509,0.001965777,0.084573333,0.552717893,0.333333333,0.049993581
0.031132553,0.209407308,0.310072976,0.392719013,0.087825036,0.226332867,0.8171038,0.333333333,0.386269839
0.912729844,0.750425523,0.713840104,0.971476461,0.368678288,0.138948233,0.361214863,0,0.533232868
0.990303205,0.925265964,0.37598071,0.393382467,0.061358673,0.036925824,0.660731919,0.666666667,0.026576073
0.195863061,0.662074752,0.359631288,0.047767721,0.117297456,0.120714349,0.541393117,0.666666667,0.207630166
0.964603097,0.74314113,0.589717305,0.8389787,0.001968066,0.050907161,0.335338277,0.666666667,0.007984913
0.415074036,0.344279591,0.729370455,0.814808144,0.415004589,0.05418959,0.886130959,0,0.480373643
0.496761734,0.509496513,0.315931486,0.701862776,0.104525761,0.013748485,0.556902769,0.333333333,0.07452045
0.197055159,0.52202919,0.284605761,0.747958351,0.03081063,0.066217345,0.416217292,0.666666667,0.031103267
0.618909751,0.209907335,0.129684283,0.595872172,0.374032372,0.161072434,0.793704906,1,0.572374645
0.121497963,0.572752929,0.494771045,0.469711753,0.075536606,0.118995641,0.566909849,0.666666667,0.169615201
0.467483334,0.771871681,0.949346593,0.862381731,0.035794313,0.515257354,0.731467321,0,0.676369221
0.819832226,0.299190156,0.471303003,0.728469001,0.179329576,0.100869101,0.920995395,0.333333333,0.255898627
0.45865861,0.071394855,0.258815517,0.806775641,0.144836514,0.073340426,0.584207123,1,0.181995181
0.681700899,0.524966348,0.61310834,0.462931108,0.223812826,0.141908053,0.515351423,0.666666667,0.43326191
0.408845525,0.333456007,0.526262785,0.991665291,0.073101196,0.072114982,0.357540132,0.666666667,0.125314267
0.970329567,0.718419795,0.448684036,0.927586397,0.039608089,0.074027795,0.97824267,0.666666667,0.037636037
0.057447711,0.425454975,0.444036631,0.649403842,0.027872937,0.054668568,0.781863635,1,0.015972318
0.177213532,0.250984553,0.296577802,0.574096256,0.032732715,0.1318172,0.865853258,0,0.155809255
0.760508362,0.470118386,0.285671853,0.976702041,0.110515525,0.103151828,0.51204607,0,0.28676257
0.048037939,0.802736348,0.112797813,0.352855706,0.063429976,0.1155372,0.63193841,0.666666667,0.129479983
0.030621511,0.868235885,0.57321987,0.295610493,0.094618345,0.002046338,0.785778621,1,0.011336681
0.704216746,0.874224208,0.489410579,0.795224729,0.006541393,0.108887066,0.711761151,0.333333333,0.063400655
0.540465318,0.935608523,0.343982927,0.767607811,0.008538407,0.064492909,0.586947295,1,0.023235523
0.688073422,0.103622596,0.23080608,0.3770803,0.206549263,0.421894691,0.961992145,0,0.643823783
0.808306281,0.764460281,0.485308222,0.955159284,0.042727851,0.082781646,0.892914183,0.333333333,0.083537443
0.474812935,0.895048333,0.749570213,0.535310688,0.049471612,0.125473739,0.574673143,1,0.143115163
0.008550701,0.935907539,0.650939632,0.931046767,0.097788228,0.108661121,0.25749896,0.333333333,0.178827891
0.719400991,0.313218914,0.649246484,0.852006625,0.175437035,0.038838536,0.274728496,1,0.180642757
0.329707036,0.024295312,0.043006742,0.095292275,0.202237613,0.579728396,0.646156826,0.333333333,0.838109199
0.486310877,0.741888062,0.178424523,0.559790456,0.058295898,0.144878586,0.175818744,0.333333333,0.403671863
0.413458904,0.20649015,0.00528346,0.423052791,0.182502119,0.008159475,0.911895355,0.666666667,0.071723363
0.333031309,0.870143988,0.637552467,0.997747457,0.066229492,0.049144281,0.416893603,0.666666667,0.034570957
0.493438462,0.863081606,0.641166782,0.896030781,0.167057707,0.464326271,0.706687228,1,0.763667276
0.117676649,0.835401112,0.906016823,0.89738671,0.103906844,0.364529715,0.928390368,0,0.547451397
0.152705522,0.853236075,0.103945043,0.448663334,0.115200133,0.104724781,0.616524013,0.666666667,0.18090327
0.828206913,0.989460431,0.385146508,0.095116155,0.003638203,0.122084066,0.892467542,0.666666667,0.138443378
0.397920629,0.306008524,0.114640974,0.757239709,0.241980344,0.509669388,0.670204513,1,0.818957125
0.919002358,0.197914687,0.389485885,0.15578171,0.049698753,0.16594574,0.79823905,1,0.213241792
0.674927344,0.44666112,0.24735952,0.258792273,0.049453368,0.002777541,0.590630494,0.333333333,0.004696714
0.722650257,0.496817828,0.369452142,0.630026568,0.120737297,0.095752634,0.33696079,0.333333333,0.259323937
0.920431475,0.831714913,0.755908764,0.59799963,0.08726378,0.018458448,0.548096961,0,0.06108346
0.644067814,0.46462109,0.520180256,0.680255975,0.038739343,0.047037162,0.904453812,0.333333333,0.011512434
0.234481227,0.341264428,0.342424791,0.409112242,0.018759978,0.121941646,0.673869718,1,0.033187371
0.772236323,0.971721473,0.732291709,0.717431441,0.337199799,0.226529431,0.948052086,0.333333333,0.596537544
0.864376879,0.271276649,0.950089658,0.129952017,0.051232329,0.121636119,0.822340715,0.666666667,0.122290321
0.570055745,0.969797369,0.630731874,0.994917519,0.543207127,0.289972201,0.282206024,0.333333333,0.826983171
0.438068922,0.401716693,0.010534917,0.478002432,0.063170723,0.31439301,0.583527636,0.333333333,0.457649175
0.920930516,0.285663426,0.486304308,0.425841702,0.180939023,0.227881931,0.874943773,0,0.471189622
0.504376359,0.380170529,0.678103995,0.753677269,0.059364419,0.069282455,0.6114829,0.333333333,0.095095997
0.802351793,0.158754573,0.880890637,0.756573253,0.017222598,0.22440742,0.467805354,1,0.269950129
0.65206947,0.470260394,0.943430078,0.819248185,0.083851709,0.073244671,0.915283262,0,0.155143637
0.5341408,0.724168105,0.045967999,0.523848836,0.317955211,0.129113986,0.740667908,0.666666667,0.421220971
0.738121526,0.346899733,0.810147483,0.780811856,0.006630896,0.011071821,0.75764343,1,0
0.478649249,0.787022499,0.602541421,0.472275509,0.016591025,0.150901628,0.528752761,0.666666667,0.138450857
0.234493228,0.67054921,0.592329533,0.929131455,0.052253355,0.003252914,0.777832226,0.333333333,0.016885984
0.365101938,0.208631266,0.695946547,0.319736019,0.112157487,0.066511518,0.867993324,0.666666667,0.095659403
0.986289876,0.043472348,0.223689461,0.751253609,0.044992837,0.150964162,0.690552067,0.333333333,0.216936341
0.433732566,0.447469163,0.758449985,0.072880923,0.0410013,0.018019429,0.644770335,0.333333333,0.010203636
0.880006161,0.402248721,0.819445292,0.491053372,0.073820051,0.031783851,0.763958846,0,0.072572211
0.869206275,0.185999044,0.227709811,0.398109705,0.057456504,0.028885892,0.603321652,0.666666667,0.018361809
0.891230081,0.973811586,0.564909147,0.026065855,0.033467526,0.122885788,0.739829663,1,0.122036041
0.589640351,0.581571405,0.801629742,0.677699224,0.198135366,0.137776833,0.569419293,0.333333333,0.304005046
0.33097914,0.096989237,0.505152948,0.907946944,0.132179332,0.186102983,0.350830995,0.333333333,0.410285654
0.964048052,0.218904821,0.331212816,0.341729084,0.082392288,0.07266576,0.573467636,0.333333333,0.131894404
0.272112313,0.868032874,0.111866732,0.690213796,0.036936012,0.001160046,0.322657703,1,0.009422097
0.739245618,0.415316427,0.52930605,0.230414834,0.070553159,0.157140339,0.885165707,0,0.193598608
0.510654874,0.116150272,0.811251579,0.742203409,0.013908446,0.051985266,0.804555524,0.333333333,0.011331695
0.776258653,0.891902163,0.84091816,0.018980001,0.042718796,0.051349885,0.108740082,0.666666667,0.099009926
0.416135123,0.84055239,0.141684327,0.090733152,0.076417099,0.127845179,0.353289636,0,0.205028775
0.257062079,0.1055537,0.017400514,0.580011308,0.032839386,0.023370164,0.200400918,1,0.021114024
0.271725281,0.971711472,0.485306222,0.455550052,0.046853122,0.056590343,0.495295984,0,0.062041999
0.218803942,0.655891418,0.890912509,0.44649685,0.000843803,0.172397457,0.838991312,0.666666667,0.178330547
0.370272362,0.015335828,0.833003471,0.863363404,0.257198018,0.08911281,0.79705577,0,0.425294448
0.750372531,0.647824983,0.552787092,0.068098648,7.52E-05,0.297299562,0.605370696,0.666666667,0.327547201
0.761250423,0.332239941,0.142429391,0.680631232,0.303380487,0.020182109,0.713375196,0.333333333,0.271114335
0.751247602,0.050331718,0.531801267,0.429658316,0.07550244,0.024901977,0.269043882,0.666666667,0.020630392
0.948576783,0.38573483,0.454998585,0.341877186,0.034949634,0.294345538,0.593718877,0,0.44383575
0.868146188,0.261904143,0.583752786,0.030354793,0.135602006,0.016612077,0.464271388,0.333333333,0.051503061
0.492577391,0.758562962,0.763833454,0.040107474,0.263042974,0.00309358,0.671374034,0.666666667,0.293568319
0.691806728,0.624292712,0.176904391,0.845852409,0.04668492,0.236849294,0.728030727,0.333333333,0.360973895
0.17206711,0.09499813,0.411710819,0.807336025,0.456394904,0.051878224,0.731610203,0,0.504562718
0.25963129,0.74684333,0.541972152,0.408796025,0.144057811,0.026145211,0.590081189,0.333333333,0.085723759
0.468475415,0.438855698,0.631817968,0.376061602,0.008085269,0.01191138,0.486174776,0.666666667,0.001129305
0.482453561,0.18369492,0.731338626,0.764785878,0.124276268,0.01136724,0.272646643,1,0.110533578
0.401612932,0.387800941,0.960374553,0.235060016,0.002713177,0.029179121,0.320038187,1,0
0.728887769,0.677696596,0.779943855,0.465141622,0.091594582,0.016536808,0.563824642,0.666666667,0.050746451
0.4926834,0.891097119,0.857053564,0.402806923,0.14464337,0.197428714,0.545341971,0.333333333,0.419485879
0.68499617,0.228280327,0.21620381,0.336849742,0.046265106,0.009828182,0.127232278,1,0.05219984
0.962290908,0.498505919,0.372219383,0.28516834,0.20395272,0.268353865,0.301247525,0,0.548916004
0.683123016,0.284096341,0.163471222,0.368643521,0.013847857,0.148560646,0.565785839,0.333333333,0.193396679
0.066111421,0.970852426,0.922685274,0.726952963,0.038765598,0.014857419,0.733322679,1,0.010926591
0.343808192,0.526444428,0.96758318,0.263709641,0.174115655,0.294484521,0.647077626,0.666666667,0.484048249
0.880213177,0.910146148,0.238380739,0.05696302,0.138850588,0.071708208,0.819867257,0,0.172571837
0.502368194,0.08537261,0.453468452,0.077612164,0.106483796,0.232195295,0.395964993,0,0.426478599
0.004937405,0.219405848,0.224721551,0.104927876,0.127489035,0.012642314,0.672157243,0,0.063530289
0.263864637,0.112983101,0.233206289,0.286897525,0.088237445,0.094841309,0.614700407,0.333333333,0.136745681
0.206745953,0.961594926,0.723167916,0.594901508,0.09297756,0.225746038,0.431613696,0.666666667,0.392766462
0.292541988,0.381834619,0.939920773,0.291042364,0.310041712,0.007275811,0.589723453,0.333333333,0.369797685
0.843028128,0.529596598,0.749169178,0.419773545,0.007983546,0.428502339,0.56418767,0.666666667,0.588378125
0.509427773,0.813422925,0.198463266,0.191308046,0.022202646,0.162201112,0.568910207,0.333333333,0.249941727
0.37390466,0.39166915,0.833943553,0.969744275,0.170336953,0.031617375,0.801955059,0.333333333,0.196632526
0.904434164,0.1999958,0.622339144,0.200996683,0.012092526,0.143653513,0.196072102,0.666666667,0.157389784
0.903089053,0.585978643,0.074909517,0.000557382,0.024194342,0.049745295,0.654424971,0.333333333,0.049175894
0.58194672,0.477555788,0.38138218,0.039524074,0.01978511,0.608931406,0.202420327,0,0.708507061
0.994733568,0.308774674,0.889794412,0.609449473,0.024718471,0.192945201,0.364908645,1,0.299504028
0.518343504,0.92944319,0.890812501,0.473152109,0.043650319,0.055737946,0.904395601,0.333333333,0.019691797
0.393020228,0.445801073,0.044092836,0.13515358,0.047437773,0.01674978,0.52225742,0,0.043515655
0.419474397,0.594330094,0.088358687,0.612034243,0.059485664,0.077005,0.559707503,1,0.087463837
0.79207095,0.66352483,0.155938567,0.627251667,0.054701555,0.211712579,0.360283479,0.333333333,0.350858758
0.054768491,0.75797193,0.852201141,0.045796371,0.165314359,0.030764641,0.415568498,0,0.080476103
0.178422631,0.917980571,0.491627772,0.349726563,0.047562081,0.020345587,0.73011999,0,0.011324217
0.16426247,0.034519864,0.086599534,0.333579502,0.077007034,0.386812677,0.691593523,0.666666667,0.522858464
0.870924416,0.916861511,0.965210973,0.419442318,0.020074557,0.042266046,0.578765938,0,0.036441915
0.234367218,0.037119004,0.759796102,0.908695456,0.007342918,0.007551756,0.364148721,0.333333333,0.001185397
0.656740853,0.264966308,0.490375663,0.100245668,0.173710786,0.184555806,0.932720243,1,0.479760378
0.229180793,0.396988437,0.273833824,0.638049064,0.058370254,0.156715202,0.745168184,0.666666667,0.266062376
0.60792885,0.13870549,0.806349152,0.15278766,0.022572205,0.132217674,0.781636081,0.666666667,0.116155176
0.839196814,0.959932836,0.473537198,0.407982468,0.042279661,0.035107419,0.543437927,0.333333333,0.039015884
0.609582986,0.824322513,0.561818878,0.938985205,0.126127869,0.114142988,0.237183158,1,0.264360939
0.588368246,0.450260314,0.039356424,0.453994987,0.271490969,0.045364276,0.276021849,0.333333333,0.421991292
0.847640507,0.884055739,0.71769744,0.971709621,0.172945984,0.025919705,0.918708213,1,0.112302325
0.367005094,0.938287668,0.528557985,0.374480519,0.012051292,0.027830125,0.470315855,0.333333333,0.005211508
0.033097714,0.426885052,0.732322712,0.274999375,0.113885015,0.120940259,0.441628185,0,0.244782571
0.015178245,0.71314151,0.580355491,0.893424996,0.05425764,0.392051349,0.606879961,0.666666667,0.504013023
0.616010513,0.918283587,0.798753492,0.870457263,0.092126756,0.286896208,0.747398212,0.666666667,0.434485948
0.71499763,0.059762227,0.319631808,0.817270831,0.123464241,0.518449014,0.735223548,0.666666667,0.63631627
0.679377709,0.520084085,0.019978738,0.345079379,0.186110902,0.031457704,0.414480473,1,0.192013093
0.890926056,0.51074358,0.254533144,0.288576675,0.129511833,0.001773257,0.394463137,0,0.101489163
0.152551509,0.58463357,0.098533572,0.60643741,0.031924996,0.054375844,0.222850436,0.333333333,0.074405775
0.006546537,0.601280469,0.406478364,0.448528242,0.056102104,0.185138221,0.879271531,0.333333333,0.267145562
