@relation wind-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute year numeric
@attribute month numeric
@attribute day numeric
@attribute RPT numeric
@attribute VAL numeric
@attribute ROS numeric
@attribute KIL numeric
@attribute SHA numeric
@attribute BIR numeric
@attribute DUB numeric
@attribute CLA numeric
@attribute MUL numeric
@attribute CLO numeric
@attribute BEL numeric
@attribute MAL numeric

@data
0,0,1,0.670083,0.583233,0.470315,0.420239,0.381983,0.399847,0.489957,0.264157,0.405719,0.352148,0.290888,0.316456
0,0.090909,0,0.386564,0.449638,0.233148,0.206606,0.319433,0.274083,0.33487,0.116795,0.251159,0.193823,0.213964,0.175066
0,0.090909,0.033333,0.555081,0.723764,0.262832,0.229796,0.460839,0.274083,0.358248,0.195624,0.35085,0.251331,0.28284,0.155242
0,0.090909,0.066667,0.38998,0.346803,0.294991,0.178848,0.260358,0.222859,0.279881,0.165058,0.244977,0.260561,0.226746,0.194889
0,0.090909,0.1,0.282095,0.278951,0.29128,0.306044,0.329591,0.438073,0.412907,0.355212,0.503864,0.395101,0.387456,0.263673
0,0.090909,0.133333,0.607173,0.498794,0.562771,0.408644,0.377439,0.460245,0.459664,0.5,0.516615,0.464679,0.454438,0.334368
0,0.090909,0.166667,0.678338,0.619421,0.591218,0.540056,0.673617,0.673547,0.631215,0.604569,0.732612,0.511892,0.621302,0.505613
0,0.090909,0.2,0.494734,0.427021,0.413729,0.342586,0.289495,0.426988,0.467896,0.31242,0.503864,0.43344,0.356923,0.403869
0,0.090909,0.233333,0.679476,0.639626,0.613482,0.408644,0.452018,0.543196,0.543299,0.557593,0.566847,0.630103,0.56,0.451636
0,0.090909,0.266667,0.476516,0.473764,0.376314,0.376318,0.370756,0.493884,0.473164,0.50547,0.558733,0.519347,0.542249,0.442799
0,0.090909,0.3,0.564475,0.341677,0.561843,0.352776,0.213579,0.308869,0.364834,0.403475,0.429675,0.458644,0.418935,0.407929
0,0.090909,0.333333,0.458867,0.415862,0.377242,0.335207,0.419674,0.508028,0.576227,0.498713,0.611669,0.507277,0.497988,0.4877
0,0.090909,0.366667,0.436379,0.50392,0.487013,0.294448,0.310612,0.396407,0.385578,0.462355,0.400696,0.517572,0.598343,0.390972
0,0.090909,0.4,0.621406,0.587756,0.553803,0.539002,0.427693,0.558869,0.52947,0.454311,0.539413,0.587149,0.67432,0.453786
0,0.090909,0.433333,0.467122,0.344391,0.487013,0.425861,0.364074,0.514526,0.509055,0.395431,0.574961,0.554846,0.330414,0.256747
0,0.090909,0.466667,0.152861,0.357961,0.143166,0.147927,0.260358,0.264526,0.170234,0.238417,0.315688,0.325524,0.40213,0.245761
0,0.090909,0.5,0.458867,0.60193,0.345393,0.465566,0.405239,0.577982,0.112611,0.459781,0.571484,0.488108,0.51574,0.523286
0,0.090909,0.533333,0.41503,0.418577,0.409709,0.335207,0.38733,0.493884,0.203161,0.404762,0.511978,0.514732,0.427929,0.406019
0,0.090909,0.566667,0.324794,0.367008,0.345393,0.212228,0.282812,0.347095,0.358248,0.398327,0.386399,0.401136,0.436686,0.300454
0,0.090909,0.6,0.441218,0.463812,0.377242,0.379129,0.357391,0.41896,0.31676,0.380631,0.44745,0.483848,0.698225,0.474564
0,0.090909,0.633333,0.295189,0.327805,0.282313,0.292691,0.288426,0.316896,0.238722,0.249356,0.34119,0.391906,0.354083,0.27466
0,0.090909,0.666667,0.202676,0.25392,0.14162,0.077653,0.1946,0.16552,0.123477,0.226512,0.173879,0.261626,0.283787,0.143301
0,0.090909,0.7,0.330771,0.392039,0.372294,0.226985,0.306068,0.352064,0.27165,0.331081,0.355873,0.462904,0.35787,0.299498
0,0.090909,0.733333,0.609451,0.520205,0.537415,0.436402,0.544507,0.61659,0.539348,0.544402,0.510433,0.637558,0.546272,0.490566
0,0.090909,0.766667,0.228864,0.207177,0.305504,0.169712,0.155841,0.175076,0.269015,0.150257,0.239954,0.247071,0.223905,0.203965
0,0.090909,0.8,0.517222,0.488842,0.49196,0.358749,0.427693,0.435015,0.430688,0.392857,0.47643,0.442315,0.376568,0.316456
0,0.090909,0.833333,0.715343,0.642039,0.646877,0.534434,0.61374,0.64526,0.697069,0.555019,0.713292,0.709975,0.537278,0.554096
0,0.090909,0.866667,0.294051,0.396864,0.299011,0.241391,0.349639,0.33448,0.419822,0.348456,0.420402,0.448349,0.470296,0.402914
0,0.090909,0.9,0.348705,0.378166,0.294991,0.313422,0.427693,0.469801,0.485677,0.465251,0.539413,0.496983,0.432663,0.298543
0,0.181818,0,0.341588,0.389626,0.318182,0.22558,0.25822,0.326453,0.337504,0.427606,0.347759,0.43202,0.48497,0.329353
0,0.181818,0.033333,0.339026,0.296441,0.299011,0.250176,0.271585,0.352064,0.358248,0.337838,0.40881,0.458644,0.431953,0.313351
0,0.181818,0.066667,0.360376,0.462304,0.376314,0.336964,0.306068,0.332951,0.371748,0.412806,0.344668,0.498758,0.551953,0.375209
0,0.181818,0.1,0.292912,0.259952,0.206246,0.206606,0.217054,0.229358,0.204478,0.182111,0.241499,0.346113,0.291834,0.194889
0,0.181818,0.133333,0.301167,0.506333,0.27551,0.352776,0.409783,0.426988,0.1811,0.33269,0.452473,0.383032,0.271006,0.318366
0,0.181818,0.166667,0.119841,0.237334,0.186766,0.109979,0.141139,0.155963,0.093184,0.170206,0.201314,0.179269,0.23858,0.116312
0,0.181818,0.2,0.164816,0.310314,0.200989,0.190091,0.279337,0.251529,0.119526,0.214607,0.27357,0.248491,0.377515,0.192978
0,0.181818,0.233333,0.195559,0.244873,0.240878,0.285313,0.290564,0.404434,0.056306,0.273488,0.336553,0.343273,0.413018,0.351087
0,0.181818,0.266667,0.321378,0.389626,0.268089,0.332396,0.375301,0.484327,0.123477,0.31242,0.481453,0.408236,0.412071,0.417722
0,0.181818,0.3,0.283518,0.300362,0.233148,0.180253,0.277199,0.302752,0.28943,0.254826,0.342736,0.371317,0.287811,0.306425
0,0.181818,0.333333,0.401936,0.505127,0.4329,0.297259,0.263833,0.417431,0.340468,0.504183,0.40881,0.479233,0.534438,0.391927
0,0.181818,0.366667,0.404498,0.412244,0.460111,0.360155,0.395349,0.522554,0.563714,0.440798,0.629444,0.559105,0.48213,0.522331
0,0.181818,0.4,0.300028,0.335645,0.334879,0.197822,0.295108,0.404434,0.459664,0.337838,0.536321,0.406816,0.463195,0.434918
0,0.181818,0.433333,0.325932,0.454765,0.347866,0.181658,0.24726,0.269113,0.267369,0.357786,0.338099,0.328364,0.471243,0.359207
0,0.181818,0.466667,0.297467,0.462304,0.385281,0.295854,0.287356,0.337538,0.37998,0.43565,0.326893,0.492723,0.52071,0.321232
0,0.181818,0.5,0.120979,0.383293,0.115955,0.150738,0.236033,0.269113,0.09055,0.165058,0.231839,0.257366,0.473136,0.256747
0,0.181818,0.533333,0.428124,0.437274,0.300247,0.311665,0.380647,0.410933,0.428054,0.459781,0.50541,0.543131,0.536331,0.441844
0,0.181818,0.566667,0.461429,0.453559,0.333643,0.387913,0.361935,0.402905,0.433652,0.336551,0.521638,0.519347,0.455621,0.532123
0,0.181818,0.6,0.306006,0.278951,0.369821,0.216796,0.179096,0.22133,0.255186,0.209138,0.272025,0.331558,0.264142,0.254836
0,0.181818,0.633333,0.372331,0.3076,0.324675,0.377723,0.30286,0.393349,0.507409,0.323037,0.528207,0.489528,0.335148,0.4877
0,0.181818,0.666667,0.252491,0.312726,0.43692,0.256149,0.198075,0.294725,0.269015,0.211712,0.33153,0.371317,0.218935,0.339384
0,0.181818,0.7,0.161401,0.12696,0.130179,0.155306,0.133654,0.163991,0.263418,0.158301,0.309119,0.319489,0.192189,0.297588
0,0.181818,0.733333,0.162539,0.071472,0.101732,0.180253,0.169206,0.275612,0.358248,0.237452,0.378284,0.294285,0.356923,0.422021
0,0.181818,0.766667,0.159977,0.218637,0.162338,0.159522,0.217054,0.238914,0.278564,0.33269,0.386399,0.363862,0.338225,0.353236
0,0.181818,0.8,0.256191,0.344391,0.27551,0.196065,0.279337,0.379205,0.353968,0.419562,0.460587,0.513312,0.502012,0.498448
0,0.181818,0.833333,0.407913,0.344391,0.34261,0.31026,0.352847,0.390291,0.452749,0.339125,0.555255,0.491303,0.36071,0.521376
0,0.181818,0.866667,0.148306,0.099216,0.113482,0.096627,0.072173,0.133792,0.222259,0.046976,0.251159,0.251331,0.167574,0.35037
0,0.181818,0.9,0.221748,0.314234,0.325912,0.178848,0.205827,0.259557,0.358248,0.351351,0.368624,0.375932,0.426746,0.451636
0,0.181818,0.933333,0.500427,0.484922,0.416203,0.421644,0.486768,0.547783,0.547251,0.43018,0.677743,0.503017,0.43787,0.385957
0,0.181818,0.966667,0.486194,0.383293,0.318182,0.355938,0.426357,0.543196,0.486994,0.480051,0.568393,0.476393,0.367811,0.298543
0,0.181818,1,0.235981,0.236128,0.235931,0.298665,0.283881,0.364679,0.392493,0.308559,0.434699,0.301739,0.28,0.275615
0,0.272727,0,0.219471,0.184861,0.211194,0.237175,0.245924,0.364679,0.384261,0.264157,0.433153,0.227902,0.28,0.155242
0,0.272727,0.033333,0.197837,0.121834,0.111008,0.128953,0.121358,0.238914,0.172868,0.159588,0.26391,0.247071,0.250414,0.294483
0,0.272727,0.066667,0.416169,0.25392,0.438157,0.144765,0.270516,0.345566,0.1811,0.274775,0.29289,0.174654,0.259172,0.208025
0,0.272727,0.1,0.377171,0.405911,0.382808,0.237175,0.25822,0.243884,0.197563,0.274775,0.296368,0.28541,0.340118,0.268689
0,0.272727,0.133333,0.496726,0.43456,0.519171,0.373507,0.352847,0.413991,0.304577,0.264157,0.399536,0.300319,0.403077,0.297588
0,0.272727,0.166667,0.109024,0.241255,0.240878,0.11279,0.155841,0.16552,0.164636,0.235843,0.236862,0.230742,0.239527,0.258658
0,0.272727,0.2,0.214631,0.205971,0.378788,0.131764,0.15691,0.191131,0.175502,0.1287,0.218702,0.12886,0.177278,0.156198
0,0.272727,0.233333,0.275263,0.334138,0.302721,0.155306,0.24726,0.293196,0.286796,0.324324,0.355873,0.29748,0.263195,0.249582
0,0.272727,0.266667,0.361514,0.329011,0.358071,0.31026,0.310612,0.390291,0.327955,0.308559,0.407264,0.371317,0.236686,0.35037
0,0.272727,0.3,0.144606,0.139324,0.20872,0.105411,0.153702,0.162462,0.171551,0.115187,0.231839,0.161164,0.177278,0.252687
0,0.272727,0.333333,0.279818,0.363088,0.34261,0.244554,0.22935,0.327982,0.186368,0.319176,0.347759,0.341853,0.379645,0.291378
0,0.272727,0.366667,0.283518,0.296441,0.305504,0.180253,0.149158,0.196101,0.215344,0.152831,0.173879,0.182109,0.198107,0.136374
0,0.272727,0.4,0.422146,0.273824,0.441868,0.341181,0.191393,0.274083,0.263418,0.152831,0.304096,0.267661,0.166627,0.119178
0,0.272727,0.433333,0.279818,0.179735,0.092764,0.175685,0.228281,0.191131,0.141258,0.144788,0.220634,0.275115,0.198107,0.168139
0,0.272727,0.466667,0.128096,0.187274,0.07483,0.093816,0.086608,0.058869,0.081001,0.073681,0.138331,0.140575,0.133018,0.146167
0,0.272727,0.5,0.115001,0.204765,0.111008,0.081869,0.135793,0.11315,0.09483,0.166345,0.130216,0.156905,0.296805,0.226893
0,0.272727,0.533333,0.094791,0.105549,0.056586,0.055517,0.0556,0.031728,0.146855,0.081725,0.138331,0.13454,0.234556,0.157153
0,0.272727,0.566667,0.289212,0.368215,0.140383,0.193254,0.315156,0.270642,0.186368,0.320463,0.288253,0.334398,0.302722,0.260568
0,0.272727,0.6,0.45659,0.414656,0.407236,0.401265,0.380647,0.444572,0.426737,0.426319,0.513524,0.508697,0.451598,0.472653
0,0.272727,0.633333,0.58127,0.458384,0.479283,0.408644,0.350708,0.426988,0.403359,0.339125,0.436244,0.409656,0.424142,0.463578
0,0.272727,0.666667,0.417592,0.417069,0.444341,0.343992,0.309543,0.336009,0.312809,0.394144,0.347759,0.348953,0.412071,0.277526
0,0.272727,0.7,0.213493,0.164355,0.167594,0.168306,0.206897,0.194572,0.245637,0.155405,0.188563,0.251331,0.156686,0.10246
0,0.272727,0.733333,0.328494,0.231001,0.199753,0.339775,0.295108,0.382263,0.352651,0.334942,0.458655,0.375932,0.253254,0.238834
0,0.272727,0.766667,0.252491,0.236128,0.235931,0.168306,0.198075,0.219801,0.172868,0.227799,0.231839,0.269081,0.230533,0.186052
0,0.272727,0.8,0.380586,0.354343,0.416203,0.276528,0.283881,0.337538,0.452749,0.384813,0.42813,0.405396,0.28497,0.401958
0,0.272727,0.833333,0.444634,0.429735,0.167594,0.206606,0.333868,0.285168,0.197563,0.20399,0.291345,0.211573,0.194083,0.273465
0,0.272727,0.866667,0.097068,0.205971,0.198516,0.134575,0.100241,0.119648,0.205795,0.101995,0.209042,0.165779,0.169467,0.169095
0,0.272727,0.9,0.139767,0.189686,0.032158,0.065706,0.109062,0.058869,0.087916,0.044402,0.098145,0.094782,0.118343,0.060664
0,0.272727,0.933333,0.254768,0.282871,0.168831,0.134575,0.179096,0.148318,0.133026,0.207851,0.161128,0.144835,0.305562,0.047767
0,0.272727,0.966667,0.313123,0.325392,0.248609,0.194659,0.248329,0.22133,0.1676,0.265444,0.268934,0.220447,0.285917,0.192978
0,0.363636,0,0.432679,0.412244,0.428881,0.343992,0.356322,0.388761,0.327955,0.451737,0.376739,0.350728,0.43787,0.249582
0,0.363636,0.033333,0.522915,0.440893,0.414966,0.304638,0.414328,0.444572,0.344419,0.313707,0.433153,0.378772,0.303669,0.286601
0,0.363636,0.066667,0.294051,0.322979,0.351577,0.304638,0.279337,0.321865,0.312809,0.323037,0.371716,0.332978,0.36284,0.27657
0,0.363636,0.1,0.261884,0.303981,0.213976,0.263528,0.248329,0.280199,0.196246,0.201094,0.301005,0.315229,0.110296,0.075472
0,0.363636,0.133333,0.283518,0.306393,0.237168,0.226985,0.259289,0.30581,0.300626,0.317568,0.387944,0.304934,0.382485,0.280631
0,0.363636,0.166667,0.635639,0.59047,0.609462,0.496135,0.593692,0.574924,0.554165,0.56982,0.629444,0.621228,0.661538,0.536422
0,0.363636,0.2,0.497865,0.527744,0.413729,0.508082,0.615611,0.590979,0.599605,0.580759,0.658423,0.56514,0.627219,0.61882
0,0.363636,0.233333,0.345004,0.297648,0.334879,0.377723,0.416466,0.536697,0.611788,0.508044,0.669629,0.634718,0.43858,0.612133
0,0.363636,0.266667,0.152861,0.113088,0.170068,0.134575,0.107993,0.152905,0.238722,0.10843,0.27357,0.325524,0.151716,0.255792
0,0.363636,0.3,0.117279,0.180941,0.096784,0.036543,0.087944,0.044725,0.109648,0.121943,0.095054,0.063543,0.176331,0.076666
0,0.363636,0.333333,0.081697,0.221049,0.118429,0.073085,0.136862,0.060398,0.120843,0.119369,0.101236,0.106496,0.215858,0.126343
0,0.363636,0.366667,0.180188,0.449638,0.237168,0.159522,0.296177,0.225917,0.170234,0.129987,0.202859,0.154065,0.248521,0.210891
0,0.363636,0.4,0.294051,0.341677,0.315708,0.31026,0.339481,0.379205,0.171551,0.280245,0.306028,0.304934,0.213964,0.278481
0,0.363636,0.433333,0.244236,0.190893,0.171305,0.210822,0.30286,0.310398,0.330589,0.320463,0.387944,0.344693,0.260118,0.06353
0,0.363636,0.466667,0.254768,0.111882,0.255102,0.136332,0.14702,0.132263,0.1946,0.189189,0.246522,0.220447,0.153846,0.185097
0,0.363636,0.5,0.409052,0.300362,0.42517,0.181658,0.341887,0.259557,0.27593,0.357786,0.365533,0.324104,0.280947,0.311201
0,0.363636,0.533333,0.265585,0.190893,0.43692,0.171469,0.215985,0.258028,0.191966,0.237452,0.309119,0.28115,0.220828,0.180081
0,0.363636,0.566667,0.119841,0.101628,0.447124,0.130358,0.165998,0.146407,0.165953,0.121943,0.193199,0.14661,0.169467,0.125149
0,0.363636,0.6,0.123256,0.153197,0.136364,0.127547,0.190323,0.159404,0.224893,0.218468,0.277048,0.328364,0.253254,0.341294
0,0.363636,0.633333,0.1577,0.218637,0.266852,0.169712,0.192462,0.216361,0.155087,0.243887,0.270479,0.306354,0.243314,0.288512
0,0.363636,0.666667,0.175349,0.12304,0.314471,0.130358,0.143545,0.172018,0.104379,0.201094,0.190108,0.15087,0.251361,0.230953
0,0.363636,0.7,0.158839,0.104343,0.118429,0.087843,0.107993,0.144878,0.079684,0.135457,0.178903,0.189208,0.191243,0.244805
0,0.363636,0.733333,0.122118,0.113088,0.064317,0.085032,0.096766,0.086009,0.103062,0.091055,0.173879,0.195243,0.142012,0.191068
0,0.363636,0.766667,0.138628,0.173402,0.068336,0.118412,0.10131,0.062309,0.131709,0.10843,0.190108,0.229322,0.205917,0.277526
0,0.363636,0.8,0.19926,0.330519,0.359617,0.193254,0.240577,0.230887,0.223576,0.256113,0.28323,0.369897,0.325444,0.390972
0,0.363636,0.833333,0.316539,0.370627,0.601732,0.28707,0.269447,0.248471,0.307211,0.388674,0.370556,0.405396,0.336095,0.379986
0,0.363636,0.866667,0.291773,0.198432,0.15337,0.190091,0.263833,0.200688,0.162002,0.226512,0.281685,0.291445,0.244497,0.175066
0,0.363636,0.9,0.264446,0.22497,0.152134,0.115601,0.1946,0.127294,0.178136,0.206564,0.173879,0.182109,0.275976,0.184141
0,0.363636,0.933333,0.323655,0.194813,0.447124,0.346803,0.211441,0.323394,0.385578,0.296332,0.431607,0.425985,0.270059,0.412945
0,0.363636,0.966667,0.265585,0.136912,0.238404,0.120169,0.20155,0.200688,0.191966,0.231982,0.244977,0.208378,0.203077,0.292572
0,0.363636,1,0.180188,0.288902,0.332406,0.169712,0.217054,0.205275,0.216661,0.298906,0.25425,0.251331,0.27787,0.237879
0,0.454545,0,0.434102,0.282871,0.325912,0.308855,0.304999,0.230887,0.321041,0.266731,0.36051,0.365637,0.249467,0.273465
0,0.454545,0.033333,0.302306,0.184861,0.167594,0.23577,0.320503,0.297783,0.260784,0.280245,0.37983,0.324104,0.290888,0.359207
0,0.454545,0.066667,0.194421,0.243667,0.164811,0.206606,0.340551,0.270642,0.342772,0.253218,0.404173,0.365637,0.325444,0.328397
0,0.454545,0.1,0.222886,0.187274,0.177798,0.16409,0.204758,0.19763,0.204478,0.317568,0.281685,0.294285,0.39929,0.256747
0,0.454545,0.133333,0.310561,0.341677,0.185529,0.198876,0.262764,0.230887,0.112611,0.295045,0.31221,0.386226,0.379645,0.277526
0,0.454545,0.166667,0.218047,0.251206,0.143166,0.11279,0.225875,0.19763,0.138624,0.256113,0.267388,0.236777,0.267219,0.192978
0,0.454545,0.2,0.320239,0.277744,0.230674,0.222769,0.347501,0.329893,0.269015,0.31242,0.370556,0.348953,0.310533,0.375209
0,0.454545,0.233333,0.327356,0.261158,0.206246,0.243148,0.315156,0.285168,0.314126,0.308559,0.40881,0.366702,0.262249,0.457607
0,0.454545,0.266667,0.25733,0.228589,0.209957,0.150738,0.203689,0.167431,0.272967,0.140927,0.31221,0.312034,0.181302,0.323382
0,0.454545,0.3,0.391403,0.294029,0.311688,0.23858,0.304999,0.178517,0.319723,0.136744,0.29289,0.242457,0.134911,0.182947
0,0.454545,0.333333,0.216909,0.199638,0.140383,0.115601,0.192462,0.071483,0.205795,0.100708,0.209042,0.183529,0.124024,0.126343
0,0.454545,0.366667,0.244236,0.207177,0.369821,0.181658,0.147821,0.138761,0.301943,0.092664,0.251159,0.241037,0.169467,0.254836
0,0.454545,0.4,0.155423,0.117913,0.154607,0.1026,0.090083,0.060398,0.15377,0.116795,0.162674,0.107916,0.179408,0.130404
0,0.454545,0.433333,0.218047,0.368215,0.222944,0.23858,0.31382,0.272171,0.186368,0.277671,0.31221,0.362442,0.475266,0.266539
0,0.454545,0.466667,0.264446,0.240048,0.27953,0.206606,0.270516,0.264526,0.27165,0.298906,0.367079,0.326944,0.342012,0.317411
0,0.454545,0.5,0.376032,0.432147,0.378788,0.291286,0.351778,0.382263,0.347053,0.532175,0.445904,0.520767,0.594556,0.482684
0,0.454545,0.533333,0.388841,0.335645,0.4329,0.330991,0.326116,0.345566,0.426737,0.305663,0.425039,0.371317,0.344142,0.374015
0,0.454545,0.566667,0.325932,0.273824,0.190785,0.251933,0.395349,0.39526,0.451103,0.426319,0.468315,0.443734,0.417041,0.574158
0,0.454545,0.6,0.234842,0.186068,0.190785,0.22558,0.299652,0.296254,0.341455,0.301802,0.397604,0.359602,0.302722,0.387151
0,0.454545,0.633333,0.094791,0.091677,0.112245,0.101195,0.225875,0.170489,0.260784,0.20399,0.251159,0.276535,0.257278,0.324337
0,0.454545,0.666667,0.224025,0.280157,0.274273,0.232959,0.303929,0.280199,0.347053,0.316281,0.368624,0.359602,0.345089,0.312396
0,0.454545,0.7,0.23228,0.182147,0.150897,0.22558,0.316226,0.327982,0.437603,0.298906,0.445904,0.389066,0.310533,0.435634
0,0.454545,0.733333,0.143467,0.120627,0.194496,0.185875,0.306068,0.280199,0.467896,0.237452,0.442813,0.411431,0.351006,0.497492
0,0.454545,0.766667,0.163678,0.142039,0.242115,0.166901,0.321839,0.318425,0.489957,0.381918,0.499227,0.531061,0.448521,0.47958
0,0.454545,0.8,0.237119,0.242461,0.260359,0.209417,0.349639,0.331422,0.390846,0.387387,0.423493,0.460064,0.344142,0.362073
0,0.454545,0.833333,0.354683,0.338058,0.189239,0.24877,0.328522,0.227829,0.27593,0.249356,0.373648,0.354988,0.253254,0.261763
0,0.454545,0.866667,0.237119,0.184861,0.200989,0.200632,0.211441,0.266055,0.347053,0.288288,0.402241,0.366702,0.311479,0.385001
0,0.454545,0.9,0.201537,0.28649,0.238404,0.204849,0.293772,0.238914,0.28943,0.412806,0.285162,0.409656,0.468402,0.375209
0,0.454545,0.933333,0.191859,0.309107,0.199753,0.23858,0.333868,0.270642,0.274284,0.304376,0.27357,0.386226,0.491124,0.241701
0,0.454545,0.966667,0.330771,0.427021,0.28726,0.370344,0.366212,0.36659,0.162002,0.440798,0.338099,0.438055,0.514556,0.357296
0,0.545455,0,0.186166,0.199638,0.192022,0.155306,0.222668,0.183104,0.220942,0.19305,0.223725,0.28115,0.161657,0.192023
0,0.545455,0.033333,0.323655,0.212304,0.239641,0.247365,0.272922,0.188073,0.191966,0.191763,0.241499,0.304934,0.186272,0.187007
0,0.545455,0.066667,0.417592,0.312726,0.329932,0.354181,0.493184,0.435015,0.518604,0.461068,0.597372,0.594604,0.48,0.492477
0,0.545455,0.1,0.479078,0.317853,0.414966,0.421644,0.333868,0.367737,0.491274,0.356499,0.507342,0.477813,0.291834,0.453786
0,0.545455,0.133333,0.308284,0.143245,0.189239,0.204849,0.234964,0.235856,0.331906,0.179537,0.31221,0.309194,0.164497,0.280631
0,0.545455,0.166667,0.208654,0.106755,0.189239,0.124385,0.210372,0.175076,0.233125,0.221042,0.241499,0.219027,0.23858,0.27251
0,0.545455,0.2,0.29889,0.211098,0.182746,0.285313,0.378508,0.372706,0.478762,0.320463,0.503864,0.408236,0.36,0.399809
0,0.545455,0.233333,0.300028,0.222256,0.195733,0.276528,0.381983,0.320336,0.462298,0.352638,0.449382,0.329783,0.276923,0.367089
0,0.545455,0.266667,0.188443,0.165862,0.190785,0.188686,0.280674,0.229358,0.311492,0.205277,0.291345,0.272275,0.191243,0.294483
0,0.545455,0.3,0.226587,0.231001,0.242115,0.196065,0.249399,0.132263,0.087916,0.095238,0.112828,0.14945,0.116213,0.126343
