@relation 'space_ga -weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute ln(VOTES/POP) numeric
@attribute POP numeric
@attribute EDUCATION numeric
@attribute HOUSES numeric
@attribute INCOME numeric
@attribute XCOORD numeric
@attribute YCOORD numeric

@data
0.778922,0.472912,0.440813,0.508744,0.392207,0.650945,0.38106
0.651492,0.529477,0.501111,0.537065,0.432516,0.260358,0.432883
0.664531,0.593162,0.598665,0.614051,0.532843,0.255969,0.285611
0.76202,0.579417,0.576025,0.580721,0.518175,0.220095,0.45194
0.766857,0.51786,0.518487,0.553549,0.448073,0.236873,0.365996
0.774755,0.468891,0.462982,0.488618,0.384416,0.253242,0.329703
0.769694,0.403517,0.411758,0.38597,0.351171,0.26487,0.340183
0.714405,0.855203,0.863472,0.884719,0.838422,0.20733,0.346827
0.739473,0.561815,0.574053,0.598583,0.506118,0.185033,0.44657
0.701247,0.557193,0.547897,0.579283,0.486206,0.245678,0.433049
0.73646,0.763098,0.770788,0.787551,0.730241,0.219271,0.294598
0.663308,0.596702,0.582307,0.617587,0.531135,0.227535,0.328546
0.685585,0.458317,0.446023,0.4676,0.38953,0.23655,0.270139
0.785436,0.58188,0.600089,0.616103,0.522021,0.206215,0.399641
0.628418,0.598041,0.591208,0.619918,0.522258,0.182492,0.322461
0.724163,0.483498,0.462895,0.50558,0.415845,0.580247,0.386724
0.741908,0.486661,0.471787,0.522046,0.410224,0.573255,0.340424
0.858437,0.502914,0.502945,0.549275,0.422471,0.56323,0.470941
0.76032,0.590368,0.589348,0.625251,0.529818,0.529355,0.473124
0.824527,0.492275,0.490496,0.529703,0.412689,0.549931,0.472095
0.745207,0.433519,0.410689,0.467883,0.334436,0.566259,0.351912
0.776935,0.360495,0.336389,0.394398,0.248556,0.560452,0.355745
0.824224,0.452206,0.449771,0.493789,0.363234,0.541999,0.473088
0.749491,0.447252,0.410622,0.4747,0.34841,0.581636,0.343609
0.762758,0.484814,0.464176,0.502688,0.403932,0.548454,0.376813
0.740686,0.471133,0.431235,0.506231,0.377939,0.597112,0.474742
0.83958,0.454857,0.439287,0.49582,0.364642,0.568721,0.439579
0.780939,0.381258,0.35792,0.419294,0.285717,0.565914,0.370093
0.760864,0.492999,0.474842,0.519957,0.416424,0.54757,0.341449
0.846266,0.461502,0.444799,0.495264,0.378394,0.556957,0.427818
0.728098,0.571104,0.550021,0.591936,0.505198,0.593396,0.451625
0.755575,0.517643,0.502715,0.551775,0.44134,0.529558,0.44114
0.706659,0.537715,0.507533,0.549198,0.465442,0.599009,0.425674
0.738642,0.460815,0.428513,0.483096,0.384186,0.590931,0.429358
0.812159,0.407861,0.39511,0.442726,0.327021,0.557628,0.373146
0.72698,0.457598,0.429911,0.478504,0.379116,0.582315,0.367429
0.744526,0.454785,0.43346,0.481994,0.373732,0.574233,0.357243
0.755263,0.542895,0.529573,0.564766,0.470385,0.563311,0.422913
0.815102,0.438231,0.422512,0.471003,0.343075,0.535818,0.438307
0.795444,0.40684,0.391067,0.448488,0.296713,0.572431,0.475026
0.783853,0.58454,0.582967,0.614118,0.523942,0.548852,0.398717
0.795641,0.426047,0.414652,0.462856,0.349748,0.561754,0.386664
0.745219,0.504977,0.476304,0.5358,0.423308,0.594625,0.463892
0.759826,0.480343,0.473388,0.513772,0.397013,0.539827,0.363214
0.78869,0.492459,0.48154,0.529715,0.415949,0.55254,0.388042
0.768725,0.429993,0.41006,0.462057,0.346091,0.534095,0.378331
0.759272,0.503315,0.484407,0.536157,0.420453,0.576894,0.448083
0.823731,0.417712,0.407961,0.459128,0.315028,0.570804,0.462862
0.767479,0.472296,0.43747,0.496578,0.390439,0.583116,0.442018
0.736624,0.598912,0.586778,0.620397,0.53384,0.570485,0.385895
0.809768,0.455228,0.433252,0.487997,0.36827,0.543426,0.4407
0.773833,0.402202,0.369312,0.435441,0.301003,0.540787,0.34231
0.762889,0.460231,0.424373,0.495594,0.363574,0.584864,0.460688
0.745936,0.433055,0.374719,0.447553,0.318794,0.590774,0.407417
0.680632,0.430332,0.393357,0.441447,0.322354,0.573932,0.372571
0.770877,0.428671,0.414394,0.464871,0.357343,0.529748,0.361904
0.82181,0.465695,0.442501,0.501686,0.371798,0.538985,0.425778
0.749132,0.509825,0.4961,0.54012,0.439802,0.571829,0.405759
0.862967,0.416007,0.39709,0.454564,0.311809,0.5388,0.459389
0.828639,0.418047,0.415927,0.461957,0.323073,0.557224,0.46996
0.746575,0.520347,0.509254,0.549976,0.448378,0.536019,0.345513
0.690557,0.557715,0.527279,0.560641,0.480242,0.603594,0.448925
0.755545,0.429463,0.391791,0.445111,0.33025,0.583308,0.403227
0.819002,0.385417,0.36681,0.423099,0.278652,0.539911,0.397564
0.788891,0.412475,0.392619,0.446874,0.321734,0.546222,0.360491
0.875904,0.379187,0.355027,0.417433,0.254654,0.547631,0.455404
0.78337,0.504825,0.490315,0.539037,0.426207,0.553703,0.357304
0.823783,0.372797,0.360208,0.412994,0.276988,0.552736,0.414472
0.751346,0.505731,0.469214,0.509089,0.415109,0.589508,0.39249
0.778942,0.408078,0.388169,0.446578,0.318837,0.540007,0.381558
0.744244,0.490325,0.450402,0.507656,0.41079,0.592842,0.441053
0.785185,0.452103,0.436822,0.489957,0.367911,0.529953,0.394562
0.756352,0.526238,0.514175,0.552847,0.453955,0.550939,0.435532
0.777458,0.40396,0.37309,0.431603,0.31154,0.577052,0.409439
0.728864,0.71996,0.726326,0.741302,0.687096,0.563743,0.407015
0.749177,0.449687,0.418177,0.483928,0.359313,0.586398,0.473295
0.770404,0.49486,0.464773,0.505689,0.408161,0.591357,0.417621
0.768955,0.551198,0.547983,0.586539,0.497527,0.557318,0.401884
0.839734,0.401751,0.37223,0.439542,0.296142,0.532788,0.410748
0.833945,0.394356,0.363894,0.432681,0.272929,0.556812,0.455395
0.774499,0.606571,0.607189,0.632754,0.559857,0.529045,0.425105
0.782461,0.433465,0.421883,0.473004,0.348798,0.529711,0.374481
0.799536,0.442502,0.43531,0.484733,0.344631,0.57839,0.465362
0.813264,0.395638,0.365997,0.433061,0.281579,0.566522,0.453092
0.743448,0.546191,0.540353,0.579373,0.480365,0.558734,0.339559
0.828111,0.432653,0.423776,0.475655,0.335549,0.560066,0.441214
0.732144,0.614953,0.60337,0.632819,0.550133,0.530124,0.458271
0.732559,0.550582,0.522383,0.577383,0.466398,0.573722,0.427452
0.74481,0.40995,0.369668,0.428867,0.314639,0.582637,0.424616
0.795096,0.453319,0.434715,0.484125,0.359607,0.544384,0.416614
0.751538,0.830915,0.841411,0.838797,0.818109,0.040904,0.528606
0.787046,0.209693,0.232386,0.213205,0.14007,0.078161,0.567622
0.832724,0.469919,0.491741,0.501182,0.408023,0.063134,0.56194
0.804839,0.650231,0.654886,0.67196,0.597945,0.046518,0.613294
0.835453,0.474593,0.49803,0.507321,0.417001,0.064961,0.551952
0.779595,0.425681,0.430986,0.442478,0.372188,0.035231,0.592807
0.809067,0.781116,0.801276,0.809962,0.781307,0.04029,0.540391
0.771561,0.458082,0.465064,0.482356,0.392171,0.004821,0.700783
0.791814,0.600612,0.624144,0.625773,0.564685,0.065389,0.575899
0.713151,0.756454,0.750459,0.768924,0.724672,0.080925,0.490664
0.780803,0.47105,0.472924,0.495247,0.411214,0.032465,0.610444
0.80656,0.622464,0.633219,0.638403,0.573322,0.005615,0.657063
0.64504,0.595154,0.571956,0.60264,0.540443,0.156782,0.334003
0.809026,0.45992,0.479866,0.485317,0.400642,0.119158,0.483721
0.707029,0.733166,0.726173,0.750206,0.701406,0.097227,0.430981
0.666755,0.577675,0.564947,0.583557,0.520094,0.077979,0.461935
0.799788,0.528048,0.540069,0.565954,0.458992,0.025925,0.589197
0.763357,0.474754,0.485481,0.493452,0.4107,0.064506,0.655036
0.714003,1,1,1,1,0.105403,0.38233
0.724608,0.564792,0.56115,0.585015,0.513277,0.078855,0.5103
0.82142,0.69014,0.722766,0.70676,0.698886,0.026253,0.54469
0.835905,0.420115,0.437188,0.439477,0.350205,0.076304,0.525416
0.800635,0.575157,0.594691,0.597692,0.525236,0.014099,0.603545
0.684337,0.632406,0.621869,0.64042,0.584931,0.062147,0.509026
0.831484,0.391038,0.41098,0.418893,0.32396,0.062016,0.694798
0.763824,0.396176,0.420211,0.395028,0.349576,0.094594,0.53943
0.691275,0.706979,0.708477,0.702544,0.676496,0.051559,0.468963
0.799565,0.615386,0.630787,0.633736,0.583503,0.033676,0.564403
0.846071,0.555811,0.584493,0.590953,0.509609,0.061174,0.598184
0.781505,0.878523,0.891646,0.894214,0.883064,0.113962,0.360839
0.809264,0.626589,0.645017,0.656773,0.597202,0.061855,0.588106
0.829198,0.45569,0.4796,0.480307,0.395786,0.059975,0.627985
0.753825,0.781765,0.786633,0.81071,0.755983,0.145754,0.363071
0.785778,0.797908,0.810364,0.818489,0.777986,0.050881,0.56198
0.718474,0.480698,0.471021,0.483433,0.42153,0.055558,0.484676
0.724912,0.805669,0.809377,0.832475,0.779795,0.141974,0.409466
0.759444,0.877174,0.884379,0.883534,0.861692,0.131721,0.333246
0.716582,0.7962,0.8084,0.765063,0.778955,0.029585,0.534484
0.732224,0.722075,0.717203,0.738277,0.687393,0.052266,0.540358
0.791402,0.658695,0.666269,0.668569,0.610197,0.066838,0.4328
0.768435,0.775896,0.796307,0.791284,0.778551,0.033088,0.519445
0.790474,0.714434,0.72599,0.714439,0.690207,0.074249,0.397171
0.754479,0.842016,0.8548,0.856168,0.843903,0.044924,0.510844
0.806607,0.673267,0.687994,0.686671,0.643216,0.039256,0.502129
0.79298,0.623896,0.63965,0.651271,0.578033,0.03871,0.659575
0.872738,0.303489,0.330823,0.327616,0.232353,0.065891,0.610274
0.79701,0.529286,0.548474,0.558122,0.471198,0.029969,0.694538
0.744375,0.685371,0.697433,0.702647,0.654987,0.040473,0.554476
0.789886,0.712482,0.729826,0.735294,0.686859,0.022981,0.564809
0.71613,0.697198,0.691594,0.716355,0.662663,0.057156,0.52475
0.750899,0.551613,0.556064,0.566665,0.505749,0.044874,0.587051
0.779736,0.527035,0.538209,0.557929,0.463058,0.035261,0.63298
0.833501,0.419798,0.441952,0.447934,0.350839,0.019634,0.655245
0.69943,0.686445,0.671271,0.70313,0.639487,0.095961,0.468478
0.822996,0.518228,0.539073,0.545658,0.459004,0.07568,0.543988
0.763311,0.757197,0.768492,0.775496,0.740895,0.089786,0.389565
0.79668,0.627048,0.626127,0.627494,0.582819,0.041457,0.572767
0.685726,0.545498,0.541166,0.549814,0.476909,0.050818,0.596779
0.753171,0.687538,0.693081,0.715204,0.65735,0.351106,0.622074
0.797444,0.417571,0.417558,0.431463,0.34067,0.32577,0.52514
0.818729,0.705718,0.733215,0.738672,0.707181,0.351437,0.612534
0.884685,0.309142,0.328188,0.33657,0.225283,0.303384,0.508909
0.855137,0.34879,0.352643,0.387345,0.264055,0.382779,0.514569
0.782273,0.356475,0.360366,0.375202,0.27645,0.373601,0.541298
0.812523,0.672904,0.68972,0.686124,0.648687,0.333321,0.631261
0.793682,0.429974,0.44261,0.458998,0.360603,0.318861,0.574278
0.903139,0.265536,0.284012,0.300119,0.175891,0.382238,0.577786
0.806998,0.377187,0.409449,0.404735,0.342746,0.328401,0.614362
0.835652,0.370721,0.354943,0.401968,0.247525,0.318541,0.509726
0.879084,0.294345,0.271111,0.322439,0.168563,0.332073,0.512685
0.840804,0.298728,0.296172,0.332307,0.189027,0.361083,0.556991
0.945903,0.235075,0.262693,0.262606,0.136956,0.333264,0.547114
0.80764,0.472818,0.484708,0.50982,0.394347,0.289098,0.579556
0.77847,0.761368,0.770637,0.769922,0.740271,0.341881,0.61775
0.863056,0.239517,0.246211,0.274901,0.145741,0.277431,0.532859
0.857795,0.479118,0.515053,0.518524,0.473043,0.34086,0.599973
0.783723,0.43817,0.461771,0.443589,0.405664,0.309544,0.611693
0.848024,0.364107,0.388802,0.401092,0.307275,0.355024,0.597259
0.732529,0.711513,0.724658,0.72566,0.676383,0.34809,0.578531
0.792974,0.501402,0.510152,0.528742,0.429859,0.331896,0.563281
0.794298,0.477548,0.497503,0.495889,0.432244,0.288467,0.610801
0.888038,0.279944,0.317815,0.317074,0.220404,0.330456,0.621577
0.8294,0.379154,0.403072,0.394556,0.326588,0.319885,0.63181
0.793733,0.421225,0.421923,0.406687,0.345825,0.304069,0.571407
1,0.120957,0.160375,0.133175,0.046287,0.299366,0.535661
0.839732,0.363831,0.354901,0.394346,0.272683,0.340363,0.529997
0.902624,0.251592,0.27219,0.265892,0.180499,0.315983,0.655462
0.819878,0.726889,0.751585,0.758347,0.722899,0.335272,0.610136
0.894303,0.262049,0.282975,0.285561,0.17823,0.379534,0.561484
0.850839,0.377408,0.389942,0.409539,0.302433,0.381976,0.59824
0.752489,0.388346,0.392646,0.40985,0.342235,0.315645,0.593374
0.809126,0.497475,0.509854,0.516421,0.437303,0.289365,0.513087
0.794546,0.65055,0.661655,0.667947,0.611693,0.331572,0.654885
0.850463,0.440987,0.439287,0.462582,0.352732,0.356528,0.514538
0.847305,0.339612,0.352686,0.371152,0.261671,0.365713,0.584469
0.800251,0.465333,0.470658,0.489531,0.404908,0.3731,0.658273
0.787795,0.5926,0.603953,0.623478,0.549513,0.278378,0.586289
0.888463,0.178786,0.210137,0.206856,0.102684,0.3056,0.530242
0.782193,0.423678,0.436756,0.452025,0.383878,0.283071,0.653179
0.773902,0.443839,0.447453,0.478629,0.377563,0.276129,0.515193
0.796954,0.481255,0.493144,0.512886,0.421598,0.281894,0.560312
0.768266,0.47484,0.477857,0.49601,0.414801,0.360697,0.638636
0.788357,0.47404,0.470908,0.501897,0.393078,0.362395,0.5388
0.923378,0.257005,0.285223,0.287619,0.182324,0.290783,0.549812
0.877236,0.34395,0.375789,0.377637,0.285238,0.327029,0.590288
0.863227,0.334454,0.349524,0.368745,0.258644,0.38646,0.652568
0.826233,0.419745,0.454874,0.419134,0.400166,0.305697,0.59467
0.800419,0.423597,0.427353,0.449097,0.349645,0.385635,0.541333
0.761984,0.630811,0.632781,0.661406,0.584568,0.348349,0.549652
0.816022,0.358361,0.373398,0.376364,0.308271,0.28313,0.626487
0.818979,0.404914,0.405858,0.429907,0.325245,0.315117,0.52661
0.846011,0.433247,0.4609,0.448952,0.396885,0.304531,0.647946
0.895933,0.316421,0.313956,0.337556,0.212009,0.316693,0.546552
0.954194,0.178008,0.204559,0.191689,0.090772,0.292524,0.533516
0.887319,0.30399,0.335608,0.316334,0.224907,0.27912,0.54376
0.865482,0.305021,0.31807,0.333954,0.220299,0.386382,0.664511
0.817435,0.402651,0.430055,0.393127,0.368712,0.320065,0.611446
0.838025,0.382356,0.414244,0.418126,0.324214,0.336908,0.58035
0.870075,0.348439,0.35792,0.380193,0.264483,0.371408,0.626498
0.727015,0.628757,0.626524,0.645032,0.580202,0.350175,0.650499
0.850623,0.399591,0.408444,0.431638,0.325952,0.385156,0.627543
0.819046,0.800456,0.811322,0.822333,0.806882,0.898251,0.679203
0.817438,0.801709,0.806407,0.815189,0.785592,0.909484,0.703726
0.840993,0.653049,0.664243,0.680989,0.625391,0.900484,0.703206
0.840664,0.636839,0.649052,0.659977,0.604877,0.913212,0.688041
0.805658,0.796522,0.79861,0.810537,0.770995,0.906564,0.684409
0.789654,0.69041,0.694379,0.704346,0.654982,0.920622,0.689398
0.80371,0.626233,0.63246,0.639782,0.587036,0.916585,0.705661
0.807157,0.603295,0.595107,0.620384,0.550848,0.922669,0.704869
0.707488,0.606665,0.603344,0.626545,0.552341,0.860595,0.589459
0.797936,0.736373,0.742039,0.758407,0.714043,0.858211,0.609845
0.765539,0.610331,0.601818,0.645878,0.554249,0.863443,0.572011
0.710451,0.654442,0.647156,0.654712,0.593595,0.73952,0.192226
0.738941,0.43686,0.415377,0.453386,0.347717,0.741013,0.219539
0.747985,0.608258,0.608303,0.632796,0.549345,0.681694,0.215837
0.704456,0.466992,0.454151,0.488543,0.375503,0.742879,0.203757
0.78706,0.705589,0.718608,0.735406,0.669894,0.768791,0.134178
0.755436,0.828281,0.837933,0.864496,0.811128,0.773173,0.04339
0.807986,0.395055,0.373125,0.43005,0.29931,0.689378,0.223181
0.829034,0.577535,0.591214,0.624569,0.522386,0.74666,0.075105
0.779818,0.568099,0.564268,0.616455,0.494705,0.736729,0.157365
0.775599,0.568156,0.583015,0.600042,0.524721,0.748358,0.204906
0.75409,0.604032,0.617521,0.634788,0.581067,0.756434,0.040725
0.73558,0.514153,0.506886,0.544274,0.446883,0.73481,0.21538
0.697084,0.866869,0.864824,0.873977,0.845654,0.772304,0.020632
0.717714,0.463837,0.445042,0.485162,0.372623,0.749273,0.08743
0.793838,0.380916,0.363284,0.412218,0.28137,0.724767,0.188424
0.735594,0.767327,0.765989,0.78841,0.732679,0.752057,0.219975
0.768612,0.686871,0.68553,0.711129,0.636968,0.651667,0.231492
0.838779,0.419172,0.436672,0.452249,0.351961,0.758266,0.183538
0.825468,0.377679,0.349703,0.414018,0.279479,0.696101,0.19752
0.710456,0.525612,0.498587,0.544691,0.432475,0.69971,0.230408
0.854532,0.352267,0.345359,0.39286,0.255143,0.731672,0.194679
0.782358,0.358696,0.350458,0.389536,0.254962,0.760222,0.077469
0.840687,0.407121,0.403096,0.441195,0.316978,0.688586,0.201676
0.792871,0.384167,0.364387,0.417188,0.28593,0.72909,0.226617
0.689071,0.457194,0.428018,0.485686,0.383258,0.749217,0.100206
0.713621,0.451607,0.433166,0.471773,0.385353,0.760452,0.060575
0.821251,0.547084,0.54938,0.591349,0.471892,0.737579,0.144875
0.760739,0.552111,0.548366,0.586955,0.479664,0.75746,0.093752
0.705349,0.780274,0.778529,0.806719,0.742747,0.739736,0.117607
0.802294,0.43773,0.408948,0.477366,0.344361,0.678517,0.242462
0.770461,0.571799,0.579667,0.605749,0.530066,0.770947,0.108817
0.757709,0.525544,0.505165,0.555225,0.437381,0.689106,0.239496
0.794771,0.404551,0.389146,0.432543,0.310026,0.712354,0.223635
0.847848,0.317815,0.308511,0.35337,0.223239,0.725017,0.205394
0.756243,0.622401,0.625065,0.66189,0.563628,0.75084,0.153837
0.801471,0.683494,0.692099,0.719574,0.64374,0.747236,0.061582
0.758735,0.650604,0.65257,0.655407,0.603309,0.705597,0.225151
0.767207,0.466817,0.457035,0.505377,0.380355,0.731899,0.175422
0.849164,0.326115,0.303915,0.358814,0.2244,0.694861,0.215702
0.779108,0.434611,0.403388,0.46377,0.333892,0.719935,0.224943
0.783733,0.655617,0.664008,0.693606,0.607895,0.739495,0.099689
0.714632,0.632147,0.629215,0.66765,0.568597,0.744806,0.172641
0.803062,0.580407,0.593756,0.618001,0.537964,0.774162,0.082753
0.701075,0.580214,0.59316,0.598482,0.532519,0.760856,0
0.741109,0.505393,0.498205,0.540386,0.451188,0.749953,0.231635
0.76438,0.617453,0.627664,0.632219,0.567764,0.664729,0.234065
0.717011,0.462959,0.445602,0.489401,0.389154,0.765456,0.095628
0.689254,0.752495,0.754522,0.770181,0.716342,0.757821,0.143228
0.74749,0.55086,0.54997,0.577927,0.484639,0.760917,0.124006
0.783163,0.776944,0.787774,0.81369,0.759309,0.773454,0.064273
0.785044,0.682099,0.676835,0.730912,0.616892,0.738103,0.134247
0.798441,0.800479,0.809344,0.840251,0.766757,0.732798,0.117451
0.718217,0.717554,0.710176,0.744635,0.671778,0.751146,0.119862
0.741927,0.550049,0.540668,0.588001,0.475793,0.750434,0.189242
0.74843,0.553605,0.558437,0.584335,0.497777,0.756327,0.201998
0.72547,0.601425,0.602112,0.62611,0.545957,0.773322,0.095334
0.784363,0.555718,0.560308,0.586469,0.496979,0.657251,0.235234
0.803853,0.687103,0.705047,0.730047,0.653122,0.739326,0.087594
0.732904,0.662699,0.679293,0.6936,0.632421,0.7595,0.151437
0.724882,0.486409,0.468542,0.520169,0.400674,0.744451,0.151415
0.778694,0.472976,0.461153,0.507595,0.387733,0.728303,0.213759
0.756398,0.446713,0.432433,0.47971,0.373641,0.71731,0.206678
0.589258,0.414685,0.403145,0.374812,0.284744,0.739243,0.207684
0.74865,0.705107,0.709339,0.739523,0.652891,0.761064,0.166571
0.795907,0.407109,0.401272,0.446578,0.322473,0.703792,0.212323
0.805929,0.474358,0.459066,0.516241,0.389273,0.672186,0.231797
0.826119,0.436316,0.422336,0.47762,0.338467,0.681019,0.23174
0.7432,0.43621,0.399613,0.466413,0.345632,0.740805,0.279817
0.779566,0.352982,0.302936,0.37572,0.239684,0.7304,0.260483
0.749157,0.391662,0.357431,0.420725,0.296597,0.737881,0.271527
0.816456,0.311009,0.243584,0.326736,0.207263,0.702507,0.262
0.620258,0.516696,0.494343,0.517901,0.442882,0.723757,0.335412
0.72869,0.390306,0.351732,0.424055,0.307874,0.719347,0.389415
0.700052,0.469184,0.424794,0.49509,0.395543,0.715616,0.374268
0.670201,0.526334,0.486313,0.556159,0.460499,0.695704,0.384596
0.65099,0.443677,0.41266,0.466652,0.359117,0.724306,0.28007
0.730208,0.428374,0.392095,0.453606,0.343459,0.724094,0.259614
0.717602,0.646594,0.632095,0.657876,0.593562,0.715839,0.324137
0.712303,0.411274,0.379847,0.4309,0.328836,0.722338,0.308578
0.763951,0.383663,0.361467,0.422405,0.28867,0.746145,0.256358
0.66082,0.435432,0.395881,0.455241,0.334583,0.717992,0.241579
0.742017,0.397338,0.36174,0.428904,0.311538,0.755781,0.291074
0.630593,0.519963,0.485941,0.522486,0.434897,0.750372,0.306689
0.676538,0.454814,0.410218,0.469929,0.365554,0.74586,0.334841
0.678945,0.430717,0.395297,0.438054,0.349063,0.711283,0.344537
0.775827,0.348416,0.297229,0.36066,0.238341,0.699595,0.27031
0.747646,0.424224,0.403388,0.456128,0.347699,0.752245,0.244633
0.72192,0.377017,0.343176,0.390639,0.278895,0.744525,0.307137
0.651058,0.557608,0.525823,0.580262,0.487576,0.691468,0.356951
0.703086,0.518703,0.508442,0.554891,0.454737,0.690454,0.412585
0.74149,0.366321,0.33381,0.393976,0.272243,0.743378,0.238728
0.677498,0.672796,0.664071,0.685995,0.626067,0.762005,0.288882
0,0.476649,0.445284,0.275871,0.383491,0.696612,0.304869
0.685748,0.473536,0.422336,0.505751,0.388677,0.686757,0.394641
0.621698,0.546655,0.529853,0.583927,0.493708,0.702149,0.384854
0.6273,0.592906,0.570759,0.574059,0.526686,0.721723,0.372518
0.754025,0.307936,0.266203,0.322901,0.192696,0.692989,0.274238
0.658817,0.642161,0.641852,0.661685,0.610487,0.70422,0.355256
0.701334,0.359383,0.306788,0.371424,0.260603,0.733436,0.244575
0.718203,0.708225,0.7168,0.73279,0.691938,0.700335,0.372088
0.649901,0.487729,0.451989,0.511366,0.399932,0.730811,0.271111
0.659335,0.513295,0.484679,0.536012,0.43582,0.714617,0.255914
0.71472,0.522271,0.526913,0.55719,0.475099,0.741235,0.35551
0.686186,0.424825,0.384181,0.4525,0.335794,0.720579,0.254577
