@relation bank32nh

@attribute a1cx numeric
@attribute a1cy numeric
@attribute a1sx numeric
@attribute a1sy numeric
@attribute a1rho numeric
@attribute a1pop numeric
@attribute a2cx numeric
@attribute a2cy numeric
@attribute a2sx numeric
@attribute a2sy numeric
@attribute a2rho numeric
@attribute a2pop numeric
@attribute a3cx numeric
@attribute a3cy numeric
@attribute a3sx numeric
@attribute a3sy numeric
@attribute a3rho numeric
@attribute a3pop numeric
@attribute temp numeric
@attribute b1x numeric
@attribute b1y numeric
@attribute b1call numeric
@attribute b1eff numeric
@attribute b2x numeric
@attribute b2y numeric
@attribute b2call numeric
@attribute b2eff numeric
@attribute b3x numeric
@attribute b3y numeric
@attribute b3call numeric
@attribute b3eff numeric
@attribute mxql numeric
@attribute rej numeric

@data
0.525742,0.665963,0.166683,0.025113,0.643566,0.092291,0.790003,0.550667,0.130453,0.005745,0.732035,0.067717,0.567643,0.754482,0.301785,0.180781,0.503258,0.08309,0.166983,0.910384,0.350902,0.5,0.292487,0.097536,0.325874,0.333333,0.161777,0.100645,0.432061,0.5,0.166882,0.25,0.119067
0.635875,0.414317,0.004211,0.284072,0.804298,0.132958,0.209806,0.861526,0.1404,0.013123,0.564571,0.030881,0.471578,0.190318,0.185032,0.02391,0.158788,0.011806,0.366849,0.847853,0.116458,0.833333,0.758626,0.047603,0.138112,0.333333,0.741562,0.996943,0.647712,0.5,0.12054,0.75,0.046582
0.831165,0.465736,0.018201,0.067261,0.627977,0.227727,0.789826,0.901447,0.026378,0.283051,0.272814,0.168345,0.920528,0.49498,0.188437,0.011299,0.925474,0.022202,0.447434,0.067147,0.349627,0.333333,0.627579,0.307712,0.134604,0.333333,0.453843,0.608109,0.389854,0.5,0.914608,0.5,0.033744
0.683355,0.246233,0.054391,0.044623,0.777468,0.060059,0.697776,0.153098,0.408949,0.000268,0.99545,0.028737,0.043914,0.462689,0.074903,0.116462,0.169106,0.147711,0.763299,0.190902,0.103298,0,0.739452,0.630242,0.493145,0,0.118451,0.305246,0.462379,0.333333,0.03756,0.25,0
0.861986,0.405125,0.013736,0.37297,0.208448,0.098632,0.984949,0.564429,0.069516,0.056149,0.464308,0.030889,0.30208,0.417292,0.343791,0.215963,0.6982,0.159396,0.320163,0.730859,0.302202,0,0.8241,0.442245,0.590106,1,0.502705,0.897761,0.724877,0.166667,0.454963,1,0.043323
0.008183,0.959473,0.030103,0.020985,0.638982,0.024844,0.406608,0.488614,0.052198,0.059509,0.120262,0.130869,0.243255,0.792515,0.112386,0.032329,0.17695,0.058019,0.18235,0.905532,0.420432,0.833333,0.775067,0.470876,0.340706,0.5,0.691944,0.046792,0.433279,1,0.515072,1,0.015677
0.700096,0.417097,0.076422,0.005384,0.076655,0.04577,0.029831,0.310678,0.087894,0.03979,0.733058,0.150169,0.672759,0.58443,0.005426,0.124744,0.578614,0.010127,0.443497,0.969427,0.591713,0.5,0.317892,0.140994,0.844213,0.333333,0.073909,0.483972,0.778832,0.333333,0.789893,0.25,0.012709
0.768755,0.657757,0.431667,0.137843,0.64123,0.080962,0.890334,0.999388,0.026616,0.054524,0.239688,0.020919,0.421959,0.984727,0.244015,0.044452,0.88886,0.027623,0.681918,0.777732,0.667791,0.333333,0.531726,0.803582,0.678105,0.666667,0.689019,0.173458,0.265911,0.166667,0.280407,0.5,0
0.881603,0.103736,0.070136,0.120212,0.674082,0.01333,0.522913,0.304009,0.054856,0.051101,0.133394,0.220648,0.970342,0.434386,0.143502,0.015673,0.057751,0.059441,0.336843,0.433676,0.01533,0.333333,0.864733,0.073888,0.69047,0.833333,0.705693,0.100113,0.875019,0.166667,0.140214,0.75,0.10383
0.96601,0.131045,0.071058,0.078967,0.491295,0.030861,0.833445,0.232497,0.006506,0.065129,0.595463,0.043829,0.360297,0.290143,0.801021,0.077348,0.20032,0.083575,0.712351,0.237814,0.808196,0.333333,0.732779,0.501279,0.821395,0.666667,0.185107,0.644033,0.283029,0.666667,0.931583,1,0.007646
0.395488,0.986991,0.056259,0.108485,0.913731,0.078357,0.686879,0.899203,0.159443,0.033135,0.455021,0.391007,0.239824,0.5219,0.027116,0.104335,0.740292,0.144224,0.357779,0.675904,0.903457,0,0.630061,0.524217,0.912124,0.666667,0.646406,0.256626,0.400149,0.833333,0.661011,1,0.277605
0.731596,0.862935,0.029088,0.30012,0.577508,0.019248,0.802836,0.794685,0.089623,0.022152,0.308637,0.153877,0.03612,0.812006,0.109222,0.372182,0.583263,0.014405,0.232247,0.021934,0.10981,0.5,0.708475,0.069332,0.351402,0.166667,0.303825,0.638717,0.128953,0.333333,0.723838,0.25,0.032999
0.004489,0.823216,0.107453,0.216653,0.657098,0.146808,0.526326,0.054924,0.022507,0.066234,0.510194,0.120818,0.185211,0.961886,0.108808,0.267269,0.0777,0.279684,0.090605,0.190261,0.671368,0.166667,0.082311,0.055979,0.507637,0.166667,0.920116,0.337162,0.51038,0.333333,0.775518,0.5,0.224562
0.965309,0.768119,0.053398,0.399002,0.390547,0.012547,0.860145,0.017535,0.134393,0.001162,0.041845,0.146862,0.586559,0.572605,0.051258,0.233161,0.583077,0.094866,0.689491,0.522817,0.407943,0,0.533619,0.69666,0.791664,0,0.044537,0.695425,0.151482,0,0.363348,0.25,0
0.964186,0.674359,0.162044,0.189538,0.675822,0.128253,0.198291,0.60495,0.032058,0.127985,0.615981,0.015849,0.500712,0.282799,0.12571,0.104366,0.171205,0.066041,0.349173,0.491868,0.465832,0.666667,0.818018,0.384013,0.101065,0,0.006281,0.098471,0.505554,1,0.083577,1,0.004143
0.533158,0.48677,0.093436,0.068201,0.62718,0.176496,0.676451,0.33746,0.078857,0.007467,0.582651,0.165813,0.502886,0.551073,0.157826,0.062054,0.505937,0.108426,0.38012,0.182244,0.899166,0.666667,0.666511,0.636655,0.121475,0,0.404199,0.000588,0.149043,0.833333,0.46288,0.75,0.31681
0.666866,0.171865,0.007196,0.082375,0.732303,0.657013,0.727463,0.892514,0.095069,0.006463,0.319595,0.06743,0.983683,0.577364,0.005837,0.002122,0.413904,0.23228,0.618815,0.253987,0.219483,0.666667,0.883294,0.452765,0.448512,0,0.30018,0.064842,0.871059,0.166667,0.260339,0.5,0.58236
0.460028,0.09086,0.168867,0.087511,0.131413,0.027727,0.224707,0.033015,0.232265,0.004321,0.093486,0.246803,0.192083,0.681069,0.243575,0.143299,0.464684,0.019137,0.385961,0.030932,0.018249,0,0.802263,0.520146,0.206723,0.333333,0.346327,0.454615,0.463402,0,0.210477,0.75,0.010781
0.11576,0.41822,0.114275,0.034931,0.84389,0.096807,0.963796,0.053846,0.066919,0.117712,0.755862,0.070794,0.470943,0.122884,0.015758,0.042834,0.29638,0.02414,0.586589,0.921215,0.282679,0,0.404321,0.403915,0.569141,0,0.100013,0.421768,0.825617,0.5,0.516374,0.5,0
0.56737,0.326282,0.003337,0.206209,0.633475,0.188767,0.075193,0.535485,0.026404,0.003927,0.904416,0.519122,0.236854,0.328283,0.012276,0.180146,0.479339,0.005586,0.187362,0.845756,0.762266,0.333333,0.596193,0.332467,0.181808,0.166667,0.09579,0.692036,0.314336,0.166667,0.519735,1,0.613131
0.301913,0.955645,0.015359,0.186055,0.836999,0.087114,0.736112,0.558075,0.054661,0.096589,0.97451,0.002621,0.617318,0.136656,0.019713,0.037778,0.444373,0.009747,0.838939,0.47255,0.256791,0.166667,0.681593,0.11266,0.801338,0.333333,0.434177,0.056262,0.401502,0.833333,0.072895,1,0
0.860366,0.363118,0.123184,0.129774,0.644513,0.032191,0.41772,0.28076,0.070964,0.304198,0.70482,0.399262,0.503661,0.50539,0.205735,0.010604,0.727255,0.041962,0.267152,0.758587,0.791353,0.333333,0.644845,0.899916,0.818153,0.333333,0.74207,0.523978,0.269235,0.166667,0.966061,0,0.168512
0.229737,0.30699,0.036951,0.041082,0.187926,0.185872,0.596214,0.957699,0.076417,0.019206,0.896216,0.025299,0.55902,0.516228,0.3661,0.091028,0.030711,0.46927,0.75057,0.392291,0.187609,0,0.399811,0.291295,0.179129,0.833333,0.408594,0.339751,0.9563,0.166667,0.630916,1,0.382079
0.049681,0.67109,0.024376,0.008567,0.134838,0.110748,0.031087,0.132729,0.062902,0.18178,0.399593,0.128432,0.821651,0.094057,0.052884,0.093624,0.073596,0.307609,0.102267,0.360218,0.509327,0.333333,0.442967,0.371591,0.010094,0.333333,0.998562,0.402502,0.300188,0,0.50914,0.5,0.409348
0.493504,0.125349,0.048752,0.075241,0.917476,0.256716,0.643534,0.787715,0.002649,0.187467,0.384836,0.072042,0.488321,0.998483,0.104349,0.003912,0.565858,0.020766,0.354356,0.410183,0.233929,0.166667,0.634147,0.956472,0.848776,0.166667,0.874312,0.721508,0.835425,0.666667,0.795308,0.5,0.427808
0.546793,0.38644,0.085816,0.015919,0.574001,0.14699,0.86713,0.888625,0.020109,0.019609,0.84167,0.103261,0.410033,0.176437,0.064396,0.150336,0.787217,0.207554,0.817311,0.712911,0.412588,1,0.455785,0.103625,0.35096,0.333333,0.475437,0.481675,0.079712,1,0.623373,1,0.321128
0.463301,0.385113,0.008927,0.01317,0.912164,0.056596,0.815607,0.796872,0.096116,0.017109,0.792181,0.148581,0.415895,0.906821,0.071852,0.108897,0.556412,0.326741,0.289826,0.695472,0.758958,0,0.556256,0.356345,0.311522,0,0.627789,0.435182,0.849655,0,0.779643,1,0.148198
0.598796,0.057785,0.362279,0.163082,0.163556,0.013745,0.137156,0.047491,0.182842,0.117326,0.803052,0.274259,0.942123,0.369194,0.172122,0.100669,0.817685,0.021752,0.501427,0.402742,0.321613,0,0.257513,0.949693,0.819845,0,0.582675,0.585245,0.940134,0.166667,0.436628,0,0.176603
0.755523,0.743748,0.112998,0.194,0.53159,0.417548,0.402806,0.621173,0.041215,0.023034,0.16828,0.043886,0.165451,0.65038,0.150711,0.005279,0.482191,0.041636,0.624681,0.259546,0.375028,0,0.387425,0.241873,0.25737,0,0.823981,0.354961,0.9478,0.5,0.403177,0.25,0.313252
0.148852,0.019678,0.07124,0.03448,0.79252,0.163205,0.418964,0.79522,0.142463,0.162794,0.050645,0.002004,0.073033,0.841799,0.124682,0.055188,0.162006,0.120872,0.414973,0.313377,0.050704,0.5,0.168046,0.082262,0.133118,0.333333,0.54413,0.188949,0.014699,0.666667,0.158284,1,0
0.192974,0.33438,0.008851,0.116501,0.41779,0.030561,0.585175,0.455433,0.030078,0.06296,0.205431,0.129019,0.39943,0.306818,0.102179,0.025267,0.16261,0.00528,0.131569,0.010029,0.472314,0,0.598747,0.928787,0.038848,0.166667,0.038903,0.507286,0.164169,0.333333,0.501324,0,0.014257
0.824353,0.817875,0.0344,0.054496,0.080476,0.02056,0.149538,0.526468,0.434872,0.00274,0.280331,0.042568,0.203243,0.292426,0.036821,0.115581,0.968072,0.064592,0.800815,0.626574,0.944286,0.166667,0.780214,0.795942,0.95115,0.5,0.560769,0.281728,0.490444,0.166667,0.526291,0.25,0
0.100512,0.267266,0.078468,0.189623,0.099747,0.254257,0.574693,0.199497,0.007292,0.03351,0.63639,0.151594,0.30208,0.433224,0.076784,0.138799,0.55566,0.066408,0.328333,0.32006,0.674367,0.666667,0.403527,0.027645,0.735227,0.666667,0.462078,0.99655,0.840809,0.666667,0.892339,0.75,0.53815
0.707387,0.000849,0.373597,0.045649,0.35338,0.201608,0.036154,0.847012,0.003746,0.033707,0.794489,0.167648,0.987188,0.636545,0.035583,0.001656,0.608287,0.231827,0.683384,0.265063,0.965917,0.166667,0.73275,0.799955,0.494836,0.166667,0.762722,0.107398,0.9736,0,0.573702,0.25,0.031005
0.213558,0.539178,0.034286,0.152858,0.003434,0.108803,0.970661,0.706494,0.12425,0.109349,0.963617,0.001035,0.59694,0.81388,0.28114,0.013591,0.677466,0.092208,0.601304,0.87358,0.140675,0.166667,0.892565,0.379395,0.428244,0.166667,0.877717,0.949564,0.375326,0.166667,0.878156,0,0
0.406219,0.539464,0.162666,0.07449,0.88731,0.000594,0.914043,0.878813,0.084607,0.085229,0.994771,0.020813,0.126881,0.602186,0.165637,0.027541,0.422058,0.194527,0.52262,0.60368,0.110726,0.333333,0.038199,0.46538,0.744413,0.5,0.369257,0.417039,0.153969,0.166667,0.327088,0.25,0.011041
0.857163,0.261047,0.123722,0.113091,0.182941,0.095571,0.569692,0.561635,0.162621,0.033604,0.154666,0.001157,0.266219,0.514202,0.035499,0.042568,0.934866,0.011169,0.993862,0.797004,0.734169,0,0.584331,0.833985,0.524015,0.666667,0.369973,0.069627,0.666505,0.666667,0.290034,0.75,0
0.946224,0.769446,0.250082,0.028143,0.226861,0.031403,0.903403,0.669938,0.230161,0.172259,0.700678,0.048396,0.311859,0.891274,0.142709,0.050037,0.520845,0.072557,0.722138,0.236434,0.730836,0.5,0.690667,0.239133,0.414079,0.5,0.640618,0.741792,0.073449,0.5,0.099652,0.75,0
0.420295,0.277589,0.026019,0.020797,0.360025,0.007032,0.215521,0.376598,0.154741,0.147877,0.771256,0.067136,0.438397,0.157848,0.356271,0.080496,0.59288,0.108664,0.767717,0.692569,0.021951,0,0.002859,0.752472,0.924962,0.5,0.286022,0.776541,0.849765,0.166667,0.757554,0.25,0.232567
0.560724,0.081813,0.014059,0.085019,0.809486,0.110013,0.77404,0.071622,0.181513,0.040611,0.77833,0.137329,0.378946,0.874246,0.043087,0.025708,0.49011,0.118499,0.153978,0.378535,0.966795,0.333333,0.988687,0.539062,0.526289,0.166667,0.946813,0.617152,0.418347,0.333333,0.389054,0.5,0.022138
0.528764,0.942026,0.192721,0.221774,0.550302,0.124894,0.217864,0.972111,0.25493,0.04817,0.104241,0.126108,0.82407,0.26727,0.06513,0.061854,0.393988,0.181001,0.393034,0.080541,0.215471,0.666667,0.356095,0.697542,0.092701,1,0.350418,0.671247,0.853102,0.666667,0.355387,1,0.032823
0.169848,0.528659,0.112748,0.011745,0.443716,0.291042,0.137004,0.535356,0.055725,0.012693,0.970063,0.121967,0.367709,0.712952,0.457935,0.225993,0.258309,0.003295,0.401735,0.687818,0.688758,0.833333,0.524583,0.583284,0.683942,0.5,0.759845,0.276314,0.31693,0,0.148232,1,0.04825
0.884429,0.725346,0.105258,0.016701,0.040061,0.110174,0.176446,0.321736,0.103801,0.078855,0.934458,0.100762,0.290474,0.709955,0.051169,0.004094,0.217965,0.029896,0.441906,0.987438,0.291891,0,0.989768,0.211066,0.248313,0.333333,0.633185,0.965798,0.860698,0.166667,0.101597,1,0
0.733543,0.083343,0.052596,0.035159,0.152896,0.096215,0.739527,0.906035,0.067139,0.120718,0.984896,0.058965,0.775134,0.070074,0.044652,0.105195,0.497318,0.074087,0.461302,0.512117,0.442266,0.333333,0.065326,0.765536,0.805739,0,0.690362,0.321192,0.055695,0.166667,0.063068,0.25,0.025113
0.878082,0.91099,0.563784,0.115325,0.328843,0.006082,0.317852,0.414672,0.173885,0.052293,0.278386,0.077884,0.000715,0.057036,0.072735,0.122023,0.641266,0.094608,0.741054,0.406574,0.537589,0.166667,0.209681,0.825093,0.703619,0.333333,0.743737,0.947384,0.006641,0.166667,0.30946,0,0.001013
0.097007,0.571273,0.415899,0.004659,0.489523,0.062409,0.904546,0.685617,0.445971,0.083214,0.083537,0.024944,0.965845,0.433854,0.019299,0.164787,0.422522,0.227614,0.729767,0.255714,0.879721,0.333333,0.784328,0.328582,0.46597,0.333333,0.620836,0.605294,0.911647,0.333333,0.341087,0.25,0.009769
0.254295,0.462205,0.033342,0.560364,0.286061,0.047534,0.244975,0.354361,0.311364,0.056216,0.962567,0.119409,0.418708,0.411258,0.205695,0.1273,0.755535,0.030809,0.254504,0.432949,0.898543,0,0.820465,0.253381,0.206349,0.166667,0.478957,0.273693,0.876853,0.833333,0.317312,0.75,0.011611
0.39152,0.737364,0.086553,0.00243,0.325997,0.147511,0.242009,0.025416,0.047686,0.040099,0.142599,0.213078,0.176312,0.310222,0.047279,0.012497,0.026966,0.133215,0.579611,0.293121,0.738239,0,0.703773,0.523413,0.899547,0.166667,0.268924,0.482147,0.833194,0.5,0.56141,0.75,0.240018
0.160202,0.323322,0.141642,0.060284,0.187927,0.24282,0.717093,0.710686,0.022253,0.081489,0.126557,0.041664,0.034145,0.533931,0.304637,0.095335,0.273912,0.060814,0.49199,0.99234,0.141591,0.666667,0.072699,0.749601,0.914426,0.166667,0.643455,0.015546,0.31156,0.666667,0.624795,0.75,0.178427
0.315669,0.666871,0.258013,0.01805,0.93741,0.32205,0.209198,0.378062,0.045337,0.03869,0.496555,0.06935,0.174119,0.265047,0.143203,0.36219,0.084814,0.248293,0.162474,0.25464,0.996429,0.166667,0.786495,0.536402,0.115407,0,0.36325,0.704785,0.58726,0.166667,0.044305,0.75,0.202499
0.94961,0.818311,0.007274,0.004422,0.540479,0.019253,0.175793,0.457593,0.005172,0.008363,0.483656,0.017534,0.553349,0.811338,0.066775,0.048438,0.243134,0.168878,0.746658,0.725295,0.307406,0.333333,0.404221,0.889103,0.452171,0,0.982761,0.594904,0.231508,0.5,0.995799,0.75,0
0.165006,0.928217,0.046996,0.140917,0.137857,0.012825,0.671332,0.508637,0.008389,0.027459,0.569428,0.281589,0.294939,0.895904,0.227792,0.183343,0.359503,0.003735,0.308894,0.816772,0.383135,0.333333,0.758126,0.616382,0.422048,0,0.242267,0.798892,0.614479,0,0.947383,0,0.020654
0.653348,0.99066,0.226388,0.154265,0.077373,0.019336,0.033778,0.610635,0.040861,0.189722,0.485511,0.065946,0.077668,0.395446,0.03872,0.08292,0.869315,0.090555,0.232901,0.150535,0.680405,0.166667,0.026618,0.026209,0.690042,0.333333,0.378469,0.234167,0.089728,0.5,0.475514,0.75,0
