@relation elevators

@attribute climbRate numeric
@attribute Altitude numeric
@attribute RollRate numeric
@attribute curRoll numeric
@attribute diffClb numeric
@attribute diffDiffClb numeric
@attribute Se numeric

@data
0.674418605,0.368421053,0.627078385,0.31,0.6,0.6,0.555555556
0.458471761,0.368421053,0.477434679,0.81,0.466666667,0.6,0.481481481
0.325581395,0.421052632,0.60807601,0.79,0.6,0.6,0.592592593
0.445182724,0.473684211,0.686460808,0.47,0.466666667,0.6,0.481481481
0.372093023,0.631578947,0.650831354,0.6,0.266666667,0.6,0.37037037
0.302325581,0.263157895,0.479809976,0.67,0.6,0.4,0.555555556
0.777408638,0.315789474,0.586698337,0.55,0.666666667,0.6,0.592592593
0.252491694,0.315789474,0.408551069,0.79,0.6,0.6,0.481481481
0.431893688,0.894736842,0.494061758,0.99,0.266666667,0.6,0.481481481
0.574750831,0.526315789,0.593824228,0.43,0.6,0.6,0.592592593
0.418604651,0.473684211,0.553444181,0.44,0.466666667,0.6,0.444444444
0.684385382,0.368421053,0.667458432,0.34,0.666666667,0.6,0.592592593
0.598006645,0.526315789,0.489311164,0.63,0.6,0.6,0.555555556
0.335548173,0.210526316,0.586698337,0.79,0.533333333,0.6,0.333333333
0.322259136,0.473684211,0.653206651,0.85,0.266666667,0.4,0.407407407
0.365448505,0.473684211,0.406175772,0.18,0.8,0.8,0.555555556
0.475083056,0.421052632,0.306413302,0.35,0.466666667,1,0.481481481
0.674418605,0.368421053,0.750593824,0.45,0.533333333,0.6,0.555555556
0.378737542,0.473684211,0.465558195,0.54,0.466666667,0.6,0.481481481
0.657807309,0.526315789,0.788598575,0.34,0.466666667,0.6,0.592592593
0.508305648,0.526315789,0.586698337,0.47,0.733333333,0.6,0.592592593
0.6910299,0.526315789,0.684085511,0.62,0.533333333,0.4,0.555555556
0.750830565,0.526315789,0.712589074,0.53,0.533333333,0.6,0.555555556
0.491694352,0.315789474,0.719714964,0.25,0.533333333,0.6,0.444444444
0.803986711,0.368421053,0.510688836,0.22,0.533333333,0.8,0.555555556
0.42192691,0.526315789,0.572446556,0.48,0.333333333,0.6,0.37037037
0.318936877,0.526315789,0.45368171,0.79,0.4,0.6,0.481481481
0.255813953,0.578947368,0.58432304,0.62,0.533333333,0.6,0.407407407
0.259136213,0.526315789,0.406175772,0.37,0.533333333,0.6,0.444444444
0.588039867,0.473684211,0.444180523,0.55,0.533333333,0.6,0.481481481
0.598006645,0.578947368,0.570071259,0.5,0.6,0.8,0.555555556
0.581395349,0.473684211,0.733966746,0.47,0.733333333,0.6,0.592592593
0.637873754,0.684210526,0.482185273,0.4,0.6,0.6,0.555555556
0.631229236,0.368421053,0.45368171,0.28,0.8,0.6,0.666666667
0.156146179,0.736842105,0.543942993,0.76,0.466666667,0.6,0.444444444
0.196013289,0.578947368,0.463182898,0.36,0.533333333,0.6,0.444444444
0.485049834,0.473684211,0.612826603,0.74,0.733333333,0.4,0.592592593
0.764119601,0.473684211,0.722090261,0.84,0.466666667,0.8,0.555555556
0.431893688,0.473684211,0.593824228,0.68,0.466666667,0.6,0.481481481
0.295681063,0.736842105,0.551068884,0.39,0.4,0.6,0.481481481
0.388704319,0.368421053,0.579572447,0.42,0.333333333,0.6,0.481481481
0.627906977,0.315789474,0.501187648,0.59,0.733333333,0.6,0.592592593
0.358803987,0.473684211,0.667458432,0.73,0.4,0.6,0.444444444
0.465116279,0.473684211,0.479809976,0.73,0.4,0.6,0.407407407
0.199335548,0.368421053,0.64608076,0.71,0.533333333,0.4,0.37037037
0.544850498,0.315789474,0.612826603,0.55,0.8,0.6,0.666666667
0.305647841,0.315789474,0.610451306,0.7,0.333333333,0.8,0.481481481
0.431893688,0.526315789,0.408551069,0.54,0.533333333,0.6,0.555555556
0.199335548,0.842105263,0.434679335,0.74,0.266666667,0.8,0.444444444
0.57807309,0.421052632,0.560570071,0.62,0.666666667,0.4,0.62962963
0.611295681,0.421052632,0.631828979,0.61,0.666666667,0.6,0.592592593
0.651162791,0.526315789,0.748218527,0.48,0.466666667,0.6,0.555555556
0.322259136,0.368421053,0.394299287,0.53,0.333333333,0.6,0.444444444
0.42192691,0.526315789,0.562945368,0.58,0.466666667,0.6,0.481481481
0.355481728,0.315789474,0.444180523,0.59,0.6,0.6,0.444444444
0.624584718,0.526315789,0.439429929,0.47,0.466666667,0.6,0.555555556
0.611295681,0.421052632,0.553444181,0.33,0.6,0.6,0.592592593
0.265780731,0.473684211,0.631828979,0.26,0.333333333,0.6,0.296296296
0.591362126,0.315789474,0.755344418,0.62,0.6,0.6,0.555555556
0.219269103,0.368421053,0.57719715,0.65,0.533333333,0.8,0.481481481
0.681063123,0.157894737,0.486935867,0.34,0.666666667,0.6,0.62962963
0.591362126,0.421052632,0.48456057,0.67,0.6,0.6,0.592592593
0.684385382,0.263157895,0.736342043,0.42,0.733333333,0.6,0.592592593
0.368770764,0.368421053,0.722090261,0.65,0.6,0.8,0.555555556
0.22923588,0.315789474,0.70783848,0.48,0.533333333,0.6,0.555555556
0.265780731,0.315789474,0.458432304,0.69,0.6,0.4,0.481481481
0.481727575,0.631578947,0.448931116,0.24,0.4,0.4,0.481481481
0.445182724,0.578947368,0.662707838,0.45,0.4,0.6,0.407407407
0.435215947,0.526315789,0.684085511,0.64,0.4,0.4,0.407407407
0.189368771,0.631578947,0.757719715,0.51,0.333333333,0.6,0.333333333
0.754152824,0.631578947,0.665083135,0.44,0.6,0.6,0.555555556
0.677740864,0.526315789,0.460807601,0.4,0.6,0.6,0.555555556
0.511627907,0.526315789,0.7695962,0.7,0.533333333,0.6,0.592592593
0.534883721,0.526315789,0.698337292,0.48,0.466666667,0.6,0.555555556
0.328903654,0.421052632,0.522565321,0.7,0.533333333,0.6,0.444444444
0.34551495,0.210526316,0.432304038,0.6,0.6,0.6,0.481481481
0.372093023,0.578947368,0.25415677,0.33,0.533333333,0.2,0.555555556
0.637873754,0.368421053,0.475059382,0.53,0.533333333,0.6,0.592592593
0.405315615,0.315789474,0.524940618,0.48,0.533333333,0.6,0.333333333
0.611295681,0.368421053,0.710213777,0.53,0.733333333,0.6,0.703703704
0.315614618,0.526315789,0.458432304,0.78,0.4,0.6,0.37037037
0.392026578,0.526315789,0.529691211,0.44,0.4,0.6,0.296296296
0.820598007,0.421052632,0.553444181,0.41,0.466666667,1,0.481481481
0.637873754,0.578947368,0.57719715,0.52,0.6,0.6,0.555555556
0.441860465,0.421052632,0.498812352,0.59,0.466666667,0.6,0.444444444
0.42192691,0.368421053,0.470308789,0.57,0.533333333,0.6,0.444444444
0.272425249,0.526315789,0.273159145,0.44,0.333333333,0.6,0.444444444
0.282392027,0.421052632,0.662707838,0.47,0.466666667,0.6,0.444444444
0.594684385,0.526315789,0.691211401,0.48,0.533333333,0.6,0.555555556
0.205980066,0.315789474,0.684085511,0.4,0.466666667,0.6,0.407407407
0.681063123,0.473684211,0.51543943,0.67,0.666666667,0.6,0.62962963
0.717607973,0.526315789,0.653206651,0.68,0.6,0.8,0.555555556
0.302325581,0.421052632,0.541567696,0.86,0.4,0.6,0.407407407
0.312292359,0.473684211,0.560570071,0.65,0.4,0.6,0.407407407
0.435215947,0.789473684,0.73871734,0.61,0.266666667,0.6,0.481481481
0.777408638,0.578947368,0.401425178,0.66,0.333333333,0.6,0.481481481
0.53820598,0.526315789,0.496437055,0.55,0.666666667,0.6,0.592592593
0.388704319,0.263157895,0.508313539,0.78,0.533333333,0.6,0.407407407
0.684385382,0.210526316,0.660332542,0.44,0.733333333,0.6,0.555555556
0.435215947,0.631578947,0.67695962,0.24,0.533333333,0.6,0.555555556
0.282392027,0.421052632,0.541567696,0.52,0.466666667,0.6,0.444444444
0.554817276,0.368421053,0.470308789,0.68,0.6,0.6,0.62962963
0.445182724,0.315789474,0.349168646,0.55,0.466666667,0.6,0.481481481
0.302325581,0.263157895,0.624703088,0.66,0.6,0.6,0.444444444
0.395348837,0.526315789,0.783847981,0.65,0.4,0.8,0.37037037
0.46179402,0.421052632,0.752969121,0.44,0.6,0.6,0.555555556
0.415282392,0.578947368,0.45368171,0.63,0.4,0.6,0.481481481
0.607973422,0.421052632,0.57719715,0.5,0.666666667,0.6,0.555555556
0.777408638,0.473684211,0.641330166,0.41,0.6,0.6,0.666666667
0.594684385,0.210526316,0.710213777,0.28,0.6,0.6,0.592592593
0.358803987,0.263157895,0.427553444,0.66,0.666666667,0.6,0.555555556
0.431893688,0.263157895,0.619952494,0.59,0.533333333,0.6,0.407407407
0.49833887,0.210526316,0.57719715,0.3,0.8,0.6,0.62962963
0.531561462,0.473684211,0.448931116,0.46,0.333333333,1,0.407407407
0.382059801,0.684210526,0.591448931,0.72,0.333333333,0.6,0.407407407
0.415282392,0.526315789,0.643705463,0.23,0.4,0.6,0.444444444
0.338870432,0.315789474,0.467933492,0.59,0.466666667,0.8,0.481481481
0.694352159,0.315789474,0.627078385,0.48,0.733333333,0.6,0.592592593
0.388704319,0.210526316,0.627078385,0.68,0.6,0.6,0.407407407
0.19269103,0.526315789,0.58432304,0.75,0.6,0.6,0.481481481
0.332225914,0.526315789,0.41567696,0.76,0.466666667,0.6,0.444444444
0.677740864,0.631578947,0.434679335,0.64,0.533333333,0.6,0.592592593
0.312292359,0.526315789,0.524940618,0.57,0.4,0.6,0.444444444
0.624584718,0.578947368,0.425178147,0.74,0.533333333,0.6,0.555555556
0.398671096,0.526315789,0.619952494,0.97,0.466666667,0.6,0.592592593
0.378737542,0.736842105,0.686460808,0.82,0.333333333,0.6,0.444444444
0.401993355,0.421052632,0.700712589,0.27,0.533333333,0.6,0.407407407
0.853820598,0.631578947,0.684085511,0.27,0.533333333,0.6,0.62962963
0.611295681,0.421052632,0.467933492,0.59,0.666666667,0.6,0.62962963
0.378737542,0.421052632,0.795724466,0.63,0.533333333,0.4,0.555555556
0.338870432,0.421052632,0.536817102,0.44,0.533333333,0.6,0.481481481
0.299003322,0.315789474,0.477434679,0.43,0.266666667,0.6,0.259259259
0.591362126,0.315789474,0.361045131,0.55,0.666666667,0.6,0.592592593
0.3089701,0.684210526,0.574821853,0.68,0.333333333,0.6,0.37037037
0.544850498,0.578947368,0.42280285,0.38,0.533333333,0.6,0.481481481
0.325581395,0.368421053,0.688836105,0.69,0.533333333,0.6,0.481481481
0.292358804,0.526315789,0.477434679,0.38,0.466666667,0.4,0.481481481
0.754152824,0.473684211,0.581947743,0.51,0.533333333,0.6,0.62962963
0.355481728,0.736842105,0.439429929,0.58,0.466666667,0.4,0.555555556
0.448504983,0.473684211,0.517814727,0.75,0.4,0.6,0.481481481
0.724252492,0.157894737,0.679334917,0.62,0.666666667,0.6,0.555555556
0.617940199,0.368421053,0.736342043,0.62,0.6,0.6,0.555555556
0.65448505,0.526315789,0.634204276,0.62,0.533333333,0.6,0.62962963
0.388704319,0.263157895,0.09263658,0.67,0.533333333,0.4,0.407407407
0.514950166,0.263157895,0.503562945,0.41,0.866666667,0.8,0.481481481
0.295681063,0.473684211,0.432304038,0.43,0.466666667,0.6,0.407407407
0.481727575,0.473684211,0.714964371,0.64,0.466666667,0.6,0.555555556
0.661129568,0.526315789,0.472684086,0.57,0.6,0.6,0.555555556
0.245847176,0.473684211,0.783847981,0.47,0.666666667,0.6,0.555555556
0.338870432,0.315789474,0.641330166,0.52,0.4,0.8,0.444444444
0.196013289,0.526315789,0.439429929,0.46,0.466666667,0.6,0.481481481
0.292358804,0.368421053,0.48456057,0.29,0.6,0.6,0.481481481
0.77076412,0.421052632,0.555819477,0.45,0.6,0.8,0.555555556
0.455149502,0.421052632,0.475059382,0.58,0.666666667,0.2,0.481481481
0.448504983,0.578947368,0.332541568,0.56,0.333333333,0.6,0.37037037
0.358803987,0.526315789,0.522565321,0.51,0.533333333,0.6,0.444444444
0.551495017,0.421052632,0.790973872,0.45,0.533333333,0.6,0.555555556
0.368770764,0.736842105,0.6152019,0.48,0.4,0.6,0.444444444
0.431893688,0.526315789,0.553444181,0.43,0.333333333,0.6,0.444444444
0.478405316,0.368421053,0.767220903,0.62,0.533333333,0.6,0.481481481
0.451827243,0.315789474,0.805225653,0.49,0.733333333,0.6,0.740740741
0.478405316,0.473684211,0.653206651,0.55,0.4,0.6,0.444444444
0.671096346,0.368421053,0.489311164,0.57,0.8,0.6,0.62962963
0.700996678,0.526315789,0.520190024,0.48,0.533333333,0.6,0.555555556
0.445182724,0.315789474,0.600950119,0.4,0.466666667,0.6,0.444444444
0.398671096,0.526315789,0.598574822,0.56,0.466666667,0.6,0.407407407
0.176079734,0.421052632,0.522565321,0.28,0.666666667,0.4,0.481481481
0.411960133,0.578947368,0.529691211,0.61,0.466666667,0.4,0.555555556
0.65448505,0.473684211,0.593824228,0.43,0.533333333,0.6,0.592592593
0.657807309,0.315789474,0.70783848,0.64,0.466666667,0.8,0.555555556
0.365448505,0.526315789,0.543942993,0.49,0.466666667,0.6,0.481481481
0.408637874,0.578947368,0.555819477,0.53,0.4,0.6,0.37037037
0.382059801,0.368421053,0.731591449,0.34,0.6,0.6,0.555555556
0.265780731,0.578947368,0.527315914,0.64,0.466666667,0.8,0.444444444
0.425249169,0.315789474,0.330166271,0.56,0.466666667,0.6,0.407407407
0.418604651,0.631578947,0.41567696,0.57,0.533333333,0.6,0.481481481
0.681063123,0.526315789,0.539192399,0.4,0.666666667,0.6,0.555555556
0.338870432,0.473684211,0.741092637,0.57,0.466666667,0.4,0.481481481
0.558139535,0.473684211,0.64608076,0.33,0.666666667,0.6,0.592592593
0.368770764,0.368421053,0.643705463,0.65,0.533333333,0.6,0.481481481
0.362126246,0.368421053,0.517814727,0.87,0.466666667,0.6,0.481481481
0.401993355,0.526315789,0.622327791,0.61,0.333333333,0.6,0.37037037
0.65448505,0.631578947,0.698337292,0.46,0.533333333,0.6,0.592592593
0.375415282,0.684210526,0.534441805,0.56,0.466666667,0.6,0.481481481
0.338870432,0.315789474,0.458432304,0.73,0.533333333,0.6,0.555555556
0.305647841,0.315789474,0.532066508,0.44,0.666666667,0.2,0.444444444
0.564784053,0.684210526,0.757719715,0.45,0.466666667,0.6,0.592592593
0.744186047,0.473684211,0.45368171,0.39,0.666666667,0.6,0.666666667
0.445182724,0.578947368,0.534441805,0.69,0.4,0.6,0.407407407
0.524916944,0.315789474,0.448931116,0.74,0.466666667,0.6,0.37037037
0.568106312,0.526315789,0.641330166,0.42,0.666666667,0.6,0.555555556
0.581395349,0.421052632,0.446555819,0.38,0.6,0.6,0.62962963
0.551495017,0.421052632,0.726840855,0.45,0.6,0.6,0.592592593
0.34551495,0.578947368,0.624703088,0.56,0.466666667,0.6,0.481481481
0.378737542,0.315789474,0.669833729,0.4,0.666666667,0.6,0.444444444
0.727574751,0.473684211,0.581947743,0.38,0.6,0.6,0.592592593
0.282392027,0.578947368,0.532066508,0.52,0.466666667,0.6,0.481481481
0.395348837,0.526315789,0.543942993,0.46,0.333333333,0.6,0.481481481
0.714285714,0.368421053,0.722090261,0.63,0.533333333,0.6,0.555555556
0.26910299,0.473684211,0.496437055,0.45,0.666666667,0.4,0.481481481
0.697674419,0.421052632,0.574821853,0.63,0.533333333,0.6,0.666666667
0.720930233,0.210526316,0.60807601,0.43,0.6,0.6,0.555555556
0.285714286,0.473684211,0.501187648,0.63,0.533333333,0.6,0.444444444
0.252491694,0.368421053,0.505938242,0.43,0.6,0.6,0.481481481
0.571428571,0.578947368,0.42280285,0.55,0.4,0.6,0.481481481
0.358803987,0.473684211,0.589073634,0.6,0.4,0.4,0.444444444
0.438538206,0.578947368,0.700712589,0.57,0.4,0.6,0.444444444
0.431893688,0.368421053,0.6152019,0.59,0.466666667,0.6,0.407407407
0.700996678,0.263157895,0.643705463,0.51,0.666666667,0.6,0.592592593
0.561461794,0.631578947,0.743467933,0.49,0.4,0.8,0.481481481
0.518272425,0.578947368,0.456057007,0.4,0.666666667,0.6,0.592592593
0.428571429,0.421052632,0.458432304,0.46,0.466666667,0.6,0.296296296
0.624584718,0.473684211,0.624703088,0.52,0.6,0.6,0.555555556
0.285714286,0.736842105,0.503562945,0.43,0.466666667,0.6,0.407407407
0.312292359,0.578947368,0.425178147,0.31,0.333333333,0.8,0.37037037
0.378737542,0.473684211,0.539192399,0.54,0.466666667,0.6,0.481481481
0.524916944,0.473684211,0.508313539,0.83,0.333333333,0.4,0.407407407
0.322259136,0.473684211,0.463182898,0.54,0.533333333,0.6,0.37037037
0.305647841,0.526315789,0.703087886,0.46,0.466666667,0.4,0.481481481
0.411960133,0.578947368,0.527315914,0.43,0.4,0.4,0.407407407
0.604651163,0.315789474,0.460807601,0.37,0.6,0.6,0.62962963
0.684385382,0.210526316,0.380047506,0.94,0.533333333,0.6,0.62962963
0.481727575,0.526315789,0.503562945,0.35,0.666666667,0.8,0.555555556
0.604651163,0.578947368,0.643705463,0.34,0.533333333,0.6,0.555555556
0.588039867,0.368421053,0.482185273,0.63,0.666666667,0.6,0.555555556
0.451827243,0.421052632,0.693586698,0.27,0.6,0.2,0.481481481
0.355481728,0.421052632,0.60807601,0.54,0.6,0.4,0.555555556
0.524916944,0.368421053,0.733966746,0.7,0.6,0.6,0.555555556
0.425249169,0.421052632,0.57719715,0.29,0.4,0.6,0.407407407
0.259136213,0.421052632,0.441805226,0.69,0.4,0.6,0.444444444
0.431893688,0.315789474,0.622327791,0.31,0.6,0.2,0.481481481
0.395348837,0.421052632,0.39192399,0.2,0.533333333,0.6,0.444444444
0.714285714,0.210526316,0.57719715,0.65,0.733333333,0.8,0.555555556
0.641196013,0.263157895,0.681710214,0.38,0.666666667,0.6,0.555555556
0.279069767,0.631578947,0.524940618,0.51,0.466666667,0.4,0.444444444
0.511627907,0.473684211,0.638954869,0.47,0.4,0.4,0.444444444
0.564784053,0.315789474,0.686460808,0.46,0.533333333,0.6,0.592592593
0.591362126,0.473684211,0.520190024,0.63,0.666666667,0.6,0.703703704
0.315614618,0.473684211,0.6152019,0.54,0.466666667,0.6,0.444444444
0.401993355,0.315789474,0.629453682,0.75,0.533333333,0.6,0.444444444
0.315614618,0.368421053,0.334916865,0.35,0.466666667,0.8,0.444444444
0.292358804,0.473684211,0.425178147,0.35,0.6,0.6,0.481481481
0.641196013,0.631578947,0.634204276,0.32,0.533333333,0.6,0.555555556
0.398671096,0.473684211,0.565320665,0.52,0.466666667,0.6,0.481481481
0.083056478,0.473684211,0.565320665,0.44,0.466666667,0.6,0.222222222
0.392026578,0.578947368,0.463182898,0.55,0.466666667,0.6,0.407407407
0.697674419,0.473684211,0.662707838,0.51,0.666666667,0.6,0.62962963
0.38538206,0.421052632,0.741092637,0.81,0.466666667,0.8,0.407407407
0.657807309,0.368421053,0.655581948,0.55,0.6,0.6,0.62962963
0.73089701,0.368421053,0.562945368,0.33,0.6,0.6,0.592592593
0.362126246,0.526315789,0.446555819,0.4,0.4,0.6,0.481481481
0.225913621,0.315789474,0.470308789,0.66,0.6,0.6,0.555555556
0.624584718,0.421052632,0.448931116,0.39,0.533333333,0.6,0.555555556
0.302325581,0.368421053,0.591448931,0.41,0.533333333,0.6,0.407407407
0.784053156,0.368421053,0.679334917,0.48,0.733333333,0.6,0.703703704
0.598006645,0.315789474,0.674584323,0.44,0.6,0.6,0.555555556
0.328903654,0.526315789,0.503562945,0.89,0.533333333,0.6,0.481481481
0.511627907,0.789473684,0.479809976,0.28,0.6,0.4,0.592592593
0.803986711,0.578947368,0.653206651,0.33,0.533333333,0.8,0.555555556
0.717607973,0.315789474,0.631828979,0.49,0.733333333,0.6,0.666666667
0.554817276,0.368421053,0.437054632,0.77,0.6,0.6,0.62962963
0.574750831,0.473684211,0.470308789,0.57,0.533333333,0.6,0.555555556
0.813953488,0.368421053,0.655581948,0.75,0.6,0.6,0.555555556
0.800664452,0.263157895,0.332541568,0.37,0.733333333,0.6,0.592592593
0.790697674,0.473684211,0.657957245,0.64,0.533333333,0.6,0.555555556
0.338870432,0.526315789,0.541567696,0.79,0.333333333,0.6,0.407407407
0.441860465,0.473684211,0.349168646,0.56,0.466666667,0.6,0.555555556
0.677740864,0.315789474,0.57719715,0.24,0.666666667,0.6,0.481481481
0.425249169,0.526315789,0.524940618,0.73,0.466666667,0.6,0.481481481
0.465116279,0.473684211,0.425178147,0.54,0.466666667,0.8,0.481481481
0.305647841,0.473684211,0.389548694,0.23,0.6,0.2,0.555555556
0.242524917,0.894736842,0.35391924,0.37,0.333333333,0.6,0.37037037
0.481727575,0.263157895,0.413301663,0.23,0.666666667,0.8,0.555555556
0.724252492,0.421052632,0.648456057,0.44,0.666666667,0.6,0.592592593
0.249169435,0.368421053,0.653206651,0.46,0.6,0.6,0.481481481
0.624584718,0.526315789,0.64608076,0.63,0.533333333,0.6,0.555555556
0.531561462,0.315789474,0.441805226,0.48,0.6,0.6,0.481481481
0.777408638,0.631578947,0.513064133,0.39,0.4,0.8,0.555555556
0.411960133,0.578947368,0.572446556,0.56,0.4,0.6,0.407407407
0.757475083,0.315789474,0.760095012,0.46,0.533333333,0.6,0.407407407
0.441860465,0.789473684,0.843230404,0.55,0.6,1,0.555555556
0.458471761,0.368421053,0.427553444,0.54,0.6,0.6,0.555555556
0.225913621,0.368421053,0.470308789,0.58,0.533333333,0.8,0.555555556
0.428571429,0.368421053,0.534441805,0.77,0.533333333,0.6,0.444444444
0.548172757,0.526315789,0.741092637,0.34,0.533333333,1,0.555555556
0.408637874,0.578947368,0.650831354,0.46,0.466666667,0.6,0.481481481
0.282392027,0.473684211,0.638954869,0.79,0.333333333,0.6,0.444444444
0.212624585,0.473684211,0.45368171,0.7,0.466666667,0.6,0.407407407
0.734219269,0.421052632,0.536817102,0.66,0.533333333,0.6,0.555555556
0.245847176,0.421052632,0.653206651,0.84,0.466666667,0.8,0.481481481
0.245847176,0.631578947,0.425178147,0.82,0.466666667,0.6,0.555555556
0.292358804,0.368421053,0.313539192,0.53,0.533333333,0.8,0.481481481
0.571428571,0.526315789,0.45368171,0.38,0.533333333,0.8,0.555555556
0.588039867,0.421052632,0.342042755,0.7,0.533333333,0.6,0.555555556
0.285714286,0.578947368,0.596199525,0.57,0.333333333,0.6,0.296296296
0.833887043,0.421052632,0.429928741,0.4,0.533333333,1,0.592592593
0.445182724,0.210526316,0.741092637,0.4,0.533333333,0.6,0.481481481
0.338870432,0.473684211,0.648456057,0.2,0.333333333,0.6,0.185185185
0.558139535,0.473684211,0.845605701,0.45,0.533333333,0.6,0.666666667
0.667774086,0.526315789,0.669833729,0.45,0.533333333,0.6,0.555555556
0.637873754,0.421052632,0.826603325,0.46,0.6,0.6,0.62962963
0.820598007,0.789473684,0.631828979,0.43,0.6,1,0.740740741
0.621262458,0.526315789,0.498812352,0.52,0.533333333,0.6,0.555555556
0.544850498,0.421052632,0.691211401,0.27,0.666666667,0.6,0.592592593
0.42192691,0.473684211,0.612826603,0.48,0.4,0.6,0.444444444
0.627906977,0.578947368,0.57719715,0.33,0.666666667,0.6,0.666666667
0.392026578,0.421052632,0.299287411,0.46,0.6,0.2,0.407407407
0.205980066,0.578947368,0.503562945,0.45,0.4,0.6,0.37037037
0.65448505,0.578947368,0.593824228,0.56,0.533333333,0.6,0.592592593
0.647840532,0.631578947,0.555819477,0.26,0.533333333,0.6,0.62962963
0.65448505,0.736842105,0.591448931,0.35,0.466666667,0.6,0.592592593
0.531561462,0.526315789,0.634204276,0.38,0.6,0.6,0.62962963
0.521594684,0.526315789,0.717339667,0.49,0.4,0.6,0.555555556
0.734219269,0.578947368,0.648456057,0.38,0.6,0.6,0.666666667
0.737541528,0.526315789,0.475059382,0.64,0.533333333,0.6,0.555555556
0.617940199,0.526315789,0.482185273,0.26,0.6,0.4,0.555555556
0.607973422,0.421052632,0.724465558,0.84,0.8,0.6,0.592592593
0.408637874,0.578947368,0.669833729,0.64,0.466666667,0.6,0.37037037
0.435215947,0.578947368,0.534441805,0.47,0.4,0.6,0.407407407
0.611295681,0.578947368,0.610451306,0.58,0.533333333,1,0.555555556
0.624584718,0.421052632,0.717339667,0.63,0.333333333,0.4,0.555555556
0.405315615,0.578947368,0.401425178,0.58,0.4,0.6,0.407407407
0.77076412,0.368421053,0.653206651,0.62,0.533333333,0.6,0.592592593
0.375415282,0.578947368,0.494061758,0.52,0.466666667,0.6,0.444444444
0.335548173,0.368421053,0.598574822,0.65,0.333333333,0.6,0.481481481
0.478405316,0.473684211,0.717339667,0.68,0.466666667,0.6,0.555555556
0.588039867,0.421052632,0.489311164,0.67,0.6,0.6,0.592592593
0.481727575,0.473684211,0.387173397,0.56,0.6,0.6,0.592592593
0.19269103,0.263157895,0.420427553,0.13,0.733333333,0.6,0.481481481
0.272425249,0.421052632,0.574821853,0.42,0.533333333,0.4,0.481481481
